#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration
220,1740,564,Snitch,2013,Ric Roman Waugh,"Dwayne Johnson,Susan Sarandon,Jon Bernthal,Barry Pepper,Benjamin Bratt,Rafi Gavron,Nadine Velazquez",3.0,Thriller,Rated PG-13,,Snitch,2013,Ric Roman Waugh,"Dwayne Johnson, Susan Sarandon, Jon Bernthal",6.5,"Action, Drama, Thriller",112 min 
221,1741,597,A Good Day to Die Hard,2013,John Moore,"Bruce Willis,Jai Courtney,Sebastian Koch,Cole Hauser,Yuliya Snigir",1.5,"Action, Thriller",Rated R,97 minutes,A Good Day to Die Hard,2013,John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch",5.3,"Action, Crime, Thriller",98 min 
222,1750,81,Phantom,2013,,"Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,Julian Adams",2.0,,Rated R,,Phantom,2015,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty",5.2,"Action, Drama, Thriller",136 min 
223,1753,900,The Sweeney,2013,,"Ray Winstone,Ben Drew,Hayley Atwell,Steven MacKintosh,Paul Anderson,Damian Lewis",2.0,"Crime, Drama",Rated R,112 minutes,The Sweeney,2012,Nick Love,"Ray Winstone, Ben Drew, Hayley Atwell",6.1,"Action, Crime, Drama",112 min 
224,1758,2099,The Condemned,2013,,"Cristina Rodlo,Rene Monclova,Axel Anderson,Luz Odilea Font",1.0,,Rated Unrated,,The Condemned,2007,Scott Wiper,"Steve Austin, Vinnie Jones, Nathan Jones",6.1,"Action, Thriller",113 min 
225,1761,625,Parker,2013,Taylor Hackford,"Jason Statham,Jennifer Lopez,Michael Chiklis,Wendell Pierce,Clifton Collins Jr.,Micah A. Hauptman,Bobby Canavale,Nick Nolte",1.5,"Crime, Thriller",Rated R,,Parker,2013,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis",6.2,"Action, Crime, Thriller",118 min 
226,1772,914,Bullet to the Head,2013,Walter Hill,"Sylvester Stallone,Sung Kang,Christian Slater,Adewale Akinnuoye-Agbaje,Jason Momoa,Jon Seda,Sarah Shahi",2.0,"Action, Crime, Thriller",Rated R,92 minutes,Bullet to the Head,2012,Walter Hill,"Sylvester Stallone, Jason Momoa, Christian Slater",5.7,"Action, Crime, Thriller",92 min 
227,1781,4841,Safe Haven,2013,Lasse Hallstrom,"Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons",1.5,Romance,Rated PG-13,,No Safe Haven,1987,Ronnie Rondell Jr.,"Wings Hauser, Robert Tessier, Branscombe Richmond",4.1,Action,95 min 
228,1799,574,Gangster Squad,2012,Ruben Fleischer,"Mickey Cohen,Sgt. John O'Mara,Sgt. Jerry Wooters,Grace Faraday,Connie O'Mara,Chief Parker,Officer Max Kennard,Officer Conway Keeler",2.0,"Crime, Drama",Rated R,113 minutes,Gangster Squad,2013,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone",6.8,"Action, Crime, Drama",113 min 
229,1803,592,The Last Stand,2013,Jee-woon Kim,"Arnold Schwarzenegger,Forest Whitaker,Eduardo Noriega,Luis Guzman,Peter Stormare,Johnny Knoxville",3.0,"Action, Crime, Thriller",Rated R,107 minutes,The Last Stand,2013,Jee-woon Kim,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville",6.4,"Action, Crime, Thriller",107 min 
230,1809,1041,Hit and Run,2012,"Dax Shepard,David Palmer","Dax Shepard,Tom Arnold,Kristen Bell,Kal Bennett,Beau Bridges,Kristin Chenoweth,Bradley Cooper,Michael Rosenbaum,Jess Rowland",3.5,"Action, Comedy, Romance",Rated R,100 minutes,Hit and Run,2012,David Palmer,"Dax Shepard, Kristen Bell, Bradley Cooper",6.1,"Action, Comedy, Romance",100 min 
231,1814,928,Premium Rush,2012,David Koepp,"Joseph Gordon-Levitt,Michael Shannon,Daniela Ramirez,Lauren Ashley Carter,Jamie Chung,Wole Parks",3.5,"Action, Thriller",Rated PG-13,91 minutes,Premium Rush,2012,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez",6.5,"Action, Crime, Thriller",91 min 
232,1835,550,The Master,2012,,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",2.5,"Action, Drama, Foreign",Rated R,137 minutes,The Master,2014,Ke Zhou,"Xiangguo Chang, Mai Jintong, Cheng Ni",4.8,Action,86 min 
233,1835,551,The Master,2012,,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",2.5,"Action, Drama, Foreign",Rated R,137 minutes,The Master,2014,Ke Zhou,"Xiangguo Chang, Mai Jintong, Cheng Ni",4.8,Action,86 min 
234,1835,4573,The Master,2012,,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",2.5,"Action, Drama, Foreign",Rated R,137 minutes,The Master,1989,Hark Tsui,"Jet Li, Wah Yuen, Crystal Kwok",5.8,Action,88 min 
235,1835,5449,The Master,2012,,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",2.5,"Action, Drama, Foreign",Rated R,137 minutes,The Master,1980,Chin-Ku Lu,"Kuan Tai Chen, Tak Yuen, Hsueh-Erh Wen",7.1,"Action, Comedy",92 min 
236,1841,911,Looper,2012,,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Jeff Daniels",3.5,"Action, Science Fiction, Thriller",Rated R,118 minutes,Looper,2012,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt",7.5,"Action, Crime, Sci-Fi",119 min 
237,1852,920,Taken 2,2012,Olivier Megaton,"Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,D.B. Sweeney",3.0,"Action, Crime, Drama, Thriller",Rated PG-13,91 minutes,Taken 2,2012,Olivier Megaton,"Liam Neeson, Famke Janssen, Maggie Grace",6.3,"Action, Thriller",92 min 
238,1862,1502,Easy Money,2012,Daniel Espinosa,"Joel Kinnaman,Matias Varela,Dragomir Mrsic,Lisa Henni,Dejan Cukic",3.5,"Crime, Drama, Foreign, Thriller",Rated Unrated,124 minutes,Easy Money,2010,Daniel Espinosa,"Joel Kinnaman, Matias Varela, Dragomir Mrsic",6.7,"Action, Crime, Drama",124 min 
239,1863,959,Alex Cross,2012,Rob Cohen,"Tyler Perry,Edward Burns,Matthew Fox,Jean Reno,Carmen Ejogo",2.0,"Action, Crime, Drama, Thriller",Rated PG-13,101 minutes,Alex Cross,2012,Rob Cohen,"Tyler Perry, Matthew Fox, Rachel Nichols",5.1,"Action, Crime, Mystery",101 min 
240,1865,1456,Pusher,2012,Luis Prieto,"Richard Coyle,Bronson Webb,Agyness Deyn,Mem Ferda,Zlatko Buric,Paul Kaye",3.0,Thriller,Rated R,86 minutes,Pusher,2010,Assad Raja,"Assad Raja, Mahima Chaudhry, Marc Anwar",6.1,"Action, Crime, Drama",107 min 
241,1898,908,Red Dawn,2012,Dan Bradley,"Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen",1.5,"Action, Thriller",Rated PG-13,114 minutes,Red Dawn,2012,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson",5.4,"Action, Thriller, War",93 min 
242,1898,5164,Red Dawn,2012,Dan Bradley,"Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen",1.5,"Action, Thriller",Rated PG-13,114 minutes,Red Dawn,1984,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson",6.3,"Action, Drama, War",114 min 
243,1911,965,Snow White and the Huntsman,2012,Rupert Sanders,"Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin",3.5,"Action, Adventure, Drama, Fantasy",Rated PG13,127 minutes,Snow White and the Huntsman,2012,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron",6.1,"Action, Adventure, Drama",127 min 
244,1924,1256,Sacrifice,2012,,"Ge You,Hai Qing,Wang Xueqi,Vincent Zhao,Fan Bingbing",3.5,"Action, Drama, History, Thriller",Rated NR,128 minutes,Sacrifice,2011,Damian Lee,"Cuba Gooding Jr., Christian Slater, Kim Coates",4.4,"Action, Crime, Thriller",100 min 
245,1930,913,The Watch,2012,Akiva Schaffer,"Ben Stiller,Vince Vaughn,Jonah Hill,Richard Ayoade,Rosemarie DeWitt,Will Forte,R. Lee Ermey",2.0,"Comedy, Science Fiction",Rated R,98 minutes,The Watch,2012,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill",5.7,"Action, Comedy, Sci-Fi",102 min 
246,1931,918,Total Recall,2012,Len Wiseman,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,121 minutes,Total Recall,2012,Len Wiseman,"Colin Farrell, Bokeem Woodbine, Bryan Cranston",6.3,"Action, Adventure, Mystery",118 min 
247,1931,4466,Total Recall,2012,Len Wiseman,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,121 minutes,Total Recall,1990,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside",7.5,"Action, Sci-Fi",113 min 
248,1937,906,The Bourne Legacy,2012,,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Albert Finney,David Strathairn",2.5,"Action, Thriller",Rated PG-13,120 minutes,The Bourne Legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",6.7,"Action, Adventure, Mystery",135 min 
249,1961,922,Men in Black III,2012,Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",3.0,,Rated PG-13,,Men in Black 3,2012,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin",6.9,"Action, Comedy, Sci-Fi",106 min 
250,1961,2876,Men in Black III,2012,Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",3.0,,Rated PG-13,,Men in Black II,2002,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn",6.1,"Action, Adventure, Comedy",88 min 
251,1976,235,The Amazing Spider-Man,2012,Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field",3.5,"Action, Adventure, Thriller",Rated PG-13,136 minutes,The Amazing Spider-Man 2,2014,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx",6.8,"Action, Adventure, Fantasy",142 min 
252,1976,901,The Amazing Spider-Man,2012,Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field",3.5,"Action, Adventure, Thriller",Rated PG-13,136 minutes,The Amazing Spider-Man,2012,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans",7.1,"Action, Adventure, Fantasy",136 min 
253,1977,3651,Savages,2012,Oliver Stone,"Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio Del Toro,Salma Hayek",3.5,"Crime, Drama, Thriller",Rated R,131 minutes,Savage,1996,Avi Nesher,"Olivier Gruner, Jennifer Grant, Kario Salem",4.2,"Action, Sci-Fi, Thriller",99 min 
254,1993,904,The Girl from the Naked Eye,2012,David Ren,"Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Sasha Grey",2.0,"Action, Romance, Thriller",Rated R,80 minutes,The Girl from the Naked Eye,2012,David Ren,"Jason Yee, Samantha Streets, Ron Yuan",4.9,"Action, Crime, Mystery",84 min 
255,1999,940,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,Jimmi Simpson,Erin Wasson,John Rothman",3.0,"Horror, Thriller",Rated R,94 minutes,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker, Rufus Sewell, Dominic Cooper",5.9,"Action, Fantasy, Horror",105 min 
256,2005,944,Wrath of the Titans,2012,Jonathan Liebesman,"Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Bill Nighy,Danny Huston,Edgar Ramirez,Toby Kebbell",2.0,"Action, Adventure, Fantasy",Rated PG-13,99 minutes,Wrath of the Titans,2012,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike",5.8,"Action, Adventure, Fantasy",99 min 
257,2014,1247,The Grey,2012,Joe Carnahan,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Joe Anderson",3.5,"Action, Adventure, Drama, Thriller",Rated R,117 minutes,The Grey,2011,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo",6.8,"Action, Adventure, Drama",117 min 
258,2025,2669,Deadline,2012,Curt Hahn,"Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther",2.0,"Drama, Mystery, Thriller",Rated PG-13,95 minutes,Deadlines,2004,Ludi Boeken,"Stephen Moyer, Anne Parillaud, Omid Djalili",7.2,"Action, Thriller",103 min 
259,2025,5114,Deadline,2012,Curt Hahn,"Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther",2.0,"Drama, Mystery, Thriller",Rated PG-13,95 minutes,Deadline,1984,Mario Azzopardi,"Stephen Young, Sharon Masters, Marvin Goldhar",5.4,"Action, Horror, Thriller",90 min 
260,2027,936,Lockout,2012,"Stephen St. Legal,James Mather","Guy Pearce,Maggie Grace,Vincent Regan,Peter Hudson,Peter Stormare",2.5,"Action, Foreign, Science Fiction, Thriller",Rated PG-13,95 minutes,Lockout,2012,James Mather,"Guy Pearce, Maggie Grace, Peter Stormare",6.1,"Action, Drama, Sci-Fi",95 min 
261,2037,3390,The Avengers,2012,Joss Whedon,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Tom Hiddleston,Samuel L. Jackson",3.0,"Action, Thriller",Rated PG-13,143 minutes,The Avengers,1998,Jeremiah S. Chechik,"Ralph Fiennes, Uma Thurman, Sean Connery",3.7,"Action, Adventure, Sci-Fi",89 min 
262,2043,937,This Means War,2012,McG,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Angela Bassett,Chelsea Handler",1.5,"Action, Comedy, Romance, Thriller",Rated PG-13,97 minutes,This Means War,2012,McG,"Reese Witherspoon, Chris Pine, Tom Hardy",6.4,"Action, Comedy, Romance",103 min 
263,2050,6386,Harakiri,1962,,,4.0,"Drama, Foreign",Rated Unrated,135 minutes,Harakiri,1962,Masaki Kobayashi,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita",8.7,"Action, Drama, History",133 min 
264,2053,19,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunted,2015,Robert Chapin,"Robert Chapin, Monique Ganderton, David Lain Baker",5.4,"Action, Thriller",90 min 
265,2053,1157,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunt,2012,Thomas Szczepanski,"Guillaume Beylard, Zuriel De Peslouan, Sarah Lucide",4.5,"Action, Horror, Thriller",74 min 
266,2053,2740,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunted,2003,William Friedkin,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen",6.0,"Action, Crime, Drama",94 min 
267,2053,3839,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunted,1995,J.F. Lawton,"Christopher Lambert, John Lone, Joan Chen",5.9,"Action, Drama, Thriller",111 min 
268,2053,5417,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunter,1980,Buzz Kulik,"Steve McQueen, Eli Wallach, Kathryn Harrold",6.3,"Action, Biography, Comedy",97 min 
269,2053,6457,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunters,1958,Dick Powell,"Robert Mitchum, Robert Wagner, Richard Egan",6.4,"Action, Drama, Romance",108 min 
270,2054,935,Act of Valor,2012,"Mike McCoy,Scott Waugh",Roselyn Sanchez,2.5,"Action, Adventure, Thriller, War",Rated R,110 minutes,Act of Valor,2012,Mike McCoy,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",6.5,"Action, Thriller, War",110 min 
271,2058,896,John Carter,2012,Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Thomas Haden Church,Samantha Morton,Dominic West,Ciaran Hinds",2.5,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,132 minutes,John Carter,2012,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe",6.6,"Action, Adventure, Fantasy",132 min 
272,2063,285,21 Jump Street,2012,"Phil Lord,Christopher Miller","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube",3.0,"Action, Comedy, Family",Rated R,109 minutes,22 Jump Street,2014,Phil Lord,"Channing Tatum, Jonah Hill, Ice Cube",7.1,"Action, Comedy, Crime",112 min 
273,2063,907,21 Jump Street,2012,"Phil Lord,Christopher Miller","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube",3.0,"Action, Comedy, Family",Rated R,109 minutes,21 Jump Street,2012,Phil Lord,"Jonah Hill, Channing Tatum, Ice Cube",7.2,"Action, Comedy, Crime",109 min 
274,2066,1182,Seeking Justice,2012,Roger Donaldson,"Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter",1.5,"Action, Drama, Thriller",Rated R,105 minutes,Seeking Justice,2011,Roger Donaldson,"Nicolas Cage, January Jones, Guy Pearce",6.2,"Action, Drama, Thriller",105 min 
275,2072,1347,The Raid: Redemption,2012,,"Iko Uwais,Joe Taslim,Yayan Ruhian",1.0,"Action, Crime, Foreign, Thriller",Rated R,101 minutes,The Raid: Redemption,2011,Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy",7.6,"Action, Thriller",101 min 
276,2075,3298,The Deep Blue Sea,2012,Terence Davies,"Rachel Weisz,Simon Russell Beale,Tom Hiddleston,Harry Hadden-Paton,Barbara Jefford",3.5,"Drama, Foreign, Romance",Rated R,98 minutes,Deep Blue Sea,1999,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson",5.8,"Action, Sci-Fi, Thriller",105 min 
277,2083,930,Man on a Ledge,2012,Asger Leth,"Sam Worthington,Elizabeth Banks,Edward Burns,Jamie Bell,Genesis Rodriguez,Ed Harris,Kyra Sedgwick",2.0,"Action, Crime, Thriller",Rated PG-13,102 minutes,Man on a Ledge,2012,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell",6.6,"Action, Crime, Thriller",102 min 
278,2092,921,Journey 2: Mysterious Island,2012,Brad Peyton,"Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzman",2.5,"Action, Adventure, Science Fiction",Rated PG,94 minutes,Journey 2: The Mysterious Island,2012,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine",5.8,"Action, Adventure, Comedy",94 min 
279,2096,1263,The Double,2011,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen,Stephen Moyer,Odette Yustman",2.0,"Action, Crime, Drama, Mystery, Thriller",Rated PG-13,98 minutes,The Double,2011,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen",5.9,"Action, Crime, Drama",98 min 
280,2106,1190,Immortals,2011,Tarsem Singh,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas",1.5,"Action, Fantasy, Science Fiction",Rated R,110 minutes,Immortals,2011,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt",6.1,"Action, Drama, Fantasy",110 min 
281,2106,2398,Immortals,2011,Tarsem Singh,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas",1.5,"Action, Fantasy, Science Fiction",Rated R,110 minutes,Immortal,2006,Eric Jacobus,"Joe Henley, Chelsea Steffensen, Eric Jacobus",6.1,Action,110 min 
282,2133,5420,Contraband,2012,Baltasar Kormakur,"Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,J.K. Simmons,Diego Luna,Lukas Haas",2.0,"Action, Crime, Drama, Thriller",Rated R,109 minutes,Contraband,1980,Lucio Fulci,"Fabio Testi, Ivana Monti, Marcel Bozzuffi",6.5,"Action, Crime, Drama",97 min 
283,2156,1225,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris,Stephen Fry,Paul Anderson,Kelly Reilly,Eddie Marsan",3.5,"Action, Adventure, Comedy, Crime, Mystery, Thriller",Rated PG-13,129 minutes,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris",7.5,"Action, Adventure, Crime",129 min 
284,2157,1185,Mission: Impossible -- Ghost Protocol,2011,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist",3.5,"Action, Adventure, Thriller",Rated PG-13,133 minutes,Mission: Impossible - Ghost Protocol,2011,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg",7.4,"Action, Adventure, Thriller",133 min 
285,2162,1175,The Adventures of Tintin,2011,Steven Spielberg,"Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones",3.5,"Action, Adventure, Animation, Family",Rated PG,107 minutes,The Adventures of Tintin,2011,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig",7.4,"Animation, Action, Adventure",107 min 
286,2164,1222,Haywire,2012,Steven Soderbergh,"Gina Carano,Michael Fassbender,Ewan McGregor,Bill Paxton,Channing Tatum,Antonio Banderas,Michael Douglas",3.0,"Action, Thriller",Rated R,93 minutes,Haywire,2011,Steven Soderbergh,"Gina Carano, Ewan McGregor, Michael Fassbender",5.8,"Action, Thriller",93 min 
287,2167,897,Red Tails,2012,Anthony Hemingway,"Terrence Howard,Cuba Gooding Jr.,Bryan Cranston,Joshua Dallas,Daniela Ruah,David Oyelowo,Gerald McRaney,Ne-Yo",2.5,"Action, Adventure, Drama, History, War",Rated PG-13,125 minutes,Red Tails,2012,Anthony Hemingway,"Cuba Gooding Jr., Gerald McRaney, David Oyelowo",5.9,"Action, Adventure, Drama",125 min 
288,2171,4222,Trespass,2011,Joel Schumacher,"Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet",2.0,"Crime, Drama, Thriller",Rated R,91 minutes,Trespass,1992,Walter Hill,"Bill Paxton, Ice-T, William Sadler",6.2,"Action, Thriller",101 min 
289,2186,1259,In Time,2011,,"Justin Timberlake,Olivia Wilde,Amanda Seyfried,Vincent Kartheiser,Cillian Murphy,Matt Bomer,Alex Pettyfer,Johnny Galecki",3.0,"Action, Science Fiction, Thriller",Rated PG-13,109 minutes,In Time,2011,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy",6.7,"Action, Sci-Fi, Thriller",109 min 
290,2187,1546,Boy Wonder,2011,,"Caleb Steinmeyer,Bill Sage,Zulay Henao,Tracy Middendorf",3.5,"Action, Crime, Drama, Thriller",Rated R,93 minutes,Boy Wonder,2010,Michael Morrissey,"Caleb Steinmeyer, Zulay Henao, Bill Sage",6.9,"Action, Crime, Drama",93 min 
291,2191,1166,Tower Heist,2011,Brett Ratner,"Ben Stiller,Eddie Murphy,Casey Affleck,Alan Alda,Matthew,Tea Leoni,Michael Pena,Gabourey Sidibe,Judd Hirsch",2.5,"Action, Comedy",Rated PG-13,104 minutes,Tower Heist,2011,Brett Ratner,"Eddie Murphy, Ben Stiller, Casey Affleck",6.2,"Action, Comedy, Crime",104 min 
292,2193,1164,Cowboys & Aliens,2011,John Favreau,"Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Adam Beach,Paul Dano,Keith Carradine",3.0,"Action, Science Fiction, Thriller, Western",Rated PG-13,119 minutes,Cowboys & Aliens,2011,Jon Favreau,"Daniel Craig, Harrison Ford, Olivia Wilde",6.0,"Action, Sci-Fi, Thriller",119 min 
293,2196,1198,Rise of the Planet of the Apes,2011,Rupert Wyatt,"James Franco,Freida Pinto,John Lithgow,Brian Cox,Tom Felton",3.0,"Action, Drama, Science Fiction",Rated PG-13,105 minutes,Rise of the Planet of the Apes,2011,Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto",7.6,"Action, Drama, Sci-Fi",105 min 
294,2196,3017,Rise of the Planet of the Apes,2011,Rupert Wyatt,"James Franco,Freida Pinto,John Lithgow,Brian Cox,Tom Felton",3.0,"Action, Drama, Science Fiction",Rated PG-13,105 minutes,Planet of the Apes,2001,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth",5.7,"Action, Adventure, Sci-Fi",119 min 
295,2199,1870,The Robber,2011,Benjamin Heisenberg,"Andreas Lust,Franziska Weisz,Markus Schleinzer",2.5,"Crime, Drama, Foreign, Thriller",Rated NR,96 minutes,The Robbers,2009,Shu-peng Yang,"Jun Hu, Wu Jiang, Li-Chun Lee",5.8,Action,93 min 
296,2201,2272,The Guard,2011,,"Brendan Gleeson,Don Cheadle,Liam Cunningham,David Wilmot,Rory Keenan,Mark Strong,Fionnula Flanagan",3.5,"Action, Comedy, Crime, Foreign, Thriller",Rated R,96 minutes,The Guardian,2006,Andrew Davis,"Kevin Costner, Ashton Kutcher, Sela Ward",6.8,"Action, Adventure, Drama",139 min 
297,2206,1429,The Whistleblower,2011,Larysa Kondracki,"Rachel Weisz,David Strathairn,Nikolaj Lie Kaas,Anna Anissimova,Vanessa Redgrave,Monica Bellucci",3.5,"Action, Drama, Thriller",Rated R,112 minutes,The Whistleblower,2010,Larysa Kondracki,"Rachel Weisz, Monica Bellucci, Vanessa Redgrave",7.2,"Action, Biography, Crime",112 min 
