#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration,gold
302,2245,5796,Killer Elite,2011,Gary Mc,"Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young",3,"Action, Adventure, Thriller",Rated R,116 minutes,The Killer Elite,1975,Sam Peckinpah,"James Caan, Robert Duvall, Arthur Hill",6,"Action, Crime, Thriller",122 min,0
303,2246,1463,Detective Dee and the Mystery of the Phantom Flame,2011,Tsui Hark,"Andy Lau,Carina Lau,Li Bingbing,Tony Leung Ka-fai,Chao Deng",3.5,"Action, Crime, Foreign, Thriller",Rated PG-13,119 minutes,Detective Dee: Mystery of the Phantom Flame,2010,Hark Tsui,"Tony Ka Fai Leung, Chao Deng, Carina Lau",6.6,"Action, Adventure, Drama",119 min,1
304,2248,1240,Machine Gun Preacher,2011,Marc Forster,"Gerard Butler,Michael Shannon,Michelle Monaghan,Kathy Baker,Souleymane Sy Savane,Madeline Carroll",2,"Action, Crime, Thriller",Rated R,129 minutes,Machine Gun Preacher,2011,Marc Forster,"Gerard Butler, Michelle Monaghan, Michael Shannon",6.8,"Action, Biography, Crime",129 min,1
305,2252,1319,Weekend,2011,,"Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray",3,"Drama, Foreign, Romance",Rated NR,96 minutes,Weekend,2011,Cezary Pazura,"Pawel Malaszynski, Malgorzata Socha, Michal Lewandowski",4,"Action, Comedy, Crime",121 min,1
307,2255,2818,Point Blank,2011,Fred Cavaye,"Gilles Lellouche,Roschdy Zem,Gerard Lanvin,Elena Anaya,Mireille Perrier,Claire Perot",3,"Action, Crime, Foreign, Thriller",Rated R,84 minutes,At Point Blank,2003,Peter Lindmark,"Sofia Helin, Mikael Persbrandt, Stefan Sauk",4.8,"Action, Crime, Thriller",105 min,0
311,2265,1219,5 Days of War,2011,Renny Harlin,"Rupert Friend,Richard Coyle,Emmanuelle Chriqui,Johnathon Schaech,Val Kilmer,Andy Garcia,Heather Graham",1.5,"Action, Comedy, Drama, Romance, Thriller",Rated R,113 minutes,5 Days of War,2011,Renny Harlin,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle",5.6,"Action, Drama, War",113 min,1
312,2276,1188,Bellflower,2011,,"Evan Glodell,Jessie Wiseman,Tyler Dawson,Rebekah Brandes,Vincent Grashaw",3,"Action, Drama, Indie, Romance",Rated R,106 minutes,Bellflower,2011,Evan Glodell,"Evan Glodell, Tyler Dawson, Jessie Wiseman",6.4,"Action, Drama, Romance",106 min,1
313,2277,3016,Drive,2011,Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Ron Perlman,Oscar Isaac",3.5,"Action, Crime, Drama, Thriller",Rated R,100 minutes,Driven,2001,Renny Harlin,"Sylvester Stallone, Kip Pardue, Til Schweiger",4.5,"Action, Drama, Sport",116 min,0
314,2277,3507,Drive,2011,Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Ron Perlman,Oscar Isaac",3.5,"Action, Crime, Drama, Thriller",Rated R,100 minutes,Drive,1997,Steve Wang,"Mark Dacascos, Kadeem Hardison, John Pyper-Ferguson",6.9,"Action, Adventure, Sci-Fi",100 min,0
316,2282,1165,Real Steel,2011,Shawn Levy,"Hugh Jackman,Dakota Goyo,Evangeline Lilly,Anthony Mackie,Kevin Durand,Hope Davis,James Rebhorn",3,"Action, Drama, Science Fiction, Sport",Rated PG-13,127 minutes,Real Steel,2011,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo",7.1,"Action, Drama, Sci-Fi",127 min,1
317,2287,1254,Blackthorn,2011,Mateo Gil,"Sam Shepard,Eduardo Noriega,Stephen Rea,Magaly Solier,Dominique McElligott,Nikolaj Coster-Waldau,Padraic Delaney",2,"Action, Western",Rated R,98 minutes,Blackthorn,2011,Mateo Gil,"Sam Shepard, Eduardo Noriega, Stephen Rea",6.6,"Action, Adventure, Western",102 min,1
318,2295,1868,The Fighter,2010,David O. Russell,"Mark Wahlberg,Christian Bale,Melissa Leo,Amy Adams,Jack McGee",2.5,"Drama, Sport",Rated R,116 minutes,The Fighter,2009,Javier Barbera,"Rafael Amaya, Ana Layevska, Tony Munoz",3.9,Action,90 min,0
320,2308,2616,Unstoppable,2010,Tony Scott,"Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Kevin Dunn",3.5,"Action, Thriller",Rated PG-13,98 minutes,Unstoppable,2004,David Carson,"Wesley Snipes, Jacqueline Obradors, Stuart Wilson",4.9,"Action, Adventure, Drama",96 min,0
322,2320,1537,Faster,2010,George Tillman Jr,,2.5,"Action, Drama, Thriller",Rated R,98 minutes,Faster,2010,George Tillman Jr.,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace",6.5,"Action, Crime, Drama",98 min,1
323,2321,1451,The Nutcracker in 3D,2010,Andrei Konchalovsky,,1,"Action, Family, Fantasy, Science Fiction",Rated PG,110 minutes,The Nutcracker in 3D,2010,Andrey Konchalovskiy,"Elle Fanning, Nathan Lane, John Turturro",4.4,"Action, Family, Fantasy",110 min,1
324,2332,1168,Season of the Witch,2011,Dominic Sena,"Nicolas Cage,Ron Perlman,Claire Foy,Robert Sheehan,Christopher Lee",2,"Action, Adventure, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,95 minutes,Season of the Witch,2011,Dominic Sena,"Nicolas Cage, Ron Perlman, Claire Foy",5.4,"Action, Adventure, Fantasy",95 min,1
325,2338,1167,The Mechanic,2011,Simon West,"Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase",2,"Action, Adventure, Crime, Drama, Thriller",Rated R,93 minutes,The Mechanic,2011,Simon West,"Jason Statham, Ben Foster, Donald Sutherland",6.6,"Action, Crime, Thriller",93 min,1
327,2338,6037,The Mechanic,2011,Simon West,"Jason Statham,Ben Foster,Tony Goldwyn,Donald Sutherland,Jeff Chase",2,"Action, Adventure, Crime, Drama, Thriller",Rated R,93 minutes,The Mechanic,1972,Michael Winner,"Charles Bronson, Jan-Michael Vincent, Keenan Wynn",7,"Action, Crime, Thriller",100 min,0
328,2339,1176,The Green Hornet,2011,Michel Gondry,"Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,David Harbour,Edward James Olmos",1,"Action, Comedy, Crime",Rated PG-13,119 minutes,The Green Hornet,2011,Michel Gondry,"Seth Rogen, Jay Chou, Christoph Waltz",5.9,"Action, Comedy, Crime",119 min,1
329,2339,5911,The Green Hornet,2011,Michel Gondry,"Jay Chou,Cameron Diaz,Tom Wilkinson,Christoph Waltz,David Harbour,Edward James Olmos",1,"Action, Comedy, Crime",Rated PG-13,119 minutes,The Green Hornet,1974,William Beaudine,"Van Williams, Bruce Lee, Charles Bateman",5.2,"Action, Crime, Sci-Fi",90 min,0
330,2346,1178,The Eagle,2011,Kevin MacDonald,"Channing Tatum,Jamie Bell,Donald Sutherland,Mark Strong,Tahar Rahim,Denis O'Hare",3,"Action, Adventure, Drama, Thriller",Rated PG-13,114 minutes,The Eagle,2011,Kevin Macdonald,"Channing Tatum, Jamie Bell, Donald Sutherland",6.2,"Action, Adventure, Drama",114 min,1
331,2351,1217,I Am Number Four,2011,D.J. Caruso,"Alex Pettyfer,Timothy Olyphant,Dianna Agron,Callan McAuliffe",1.5,"Action, Adventure, Drama, Science Fiction, Thriller",Rated PG-13,109 minutes,I Am Number Four,2011,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron",6.1,"Action, Adventure, Sci-Fi",109 min,1
332,2352,1209,Unknown,2011,Jaume Collet-Serra,"Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Bruno Ganz,Frank Langella",2,"Action, Drama, Indie, Mystery, Thriller",Rated PG-13,113 minutes,Unknown,2011,Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones",6.9,"Action, Mystery, Thriller",113 min,1
333,2358,1220,Drive Angry 3D,2011,Patrick Lussier,"Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,David Morse,Todd Farmer,Christa Campbell,Charlotte Ross,Tom Atkins,Jack McGee",2,,Rated R,,Drive Angry,2011,Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner",5.5,"Action, Comedy, Fantasy",104 min,1
334,2359,1488,The Tourist,2010,Florian Henckel,"Angelina Jolie,Johnny Depp,Paul Bettany,Timothy Dalton,Steven Berkoff,Rufus Sewell",2,"Action, Mystery, Romance, Thriller",Rated PG,103 minutes,The Tourist,2010,Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany",6,"Action, Romance, Thriller",103 min,1
336,2370,5825,Stone,2010,John Curran,"Robert De Niro,Edward Norton,Milla Jovovich,Frances Conroy,Enver Gjokaj,Pepper Binkley",3,"Crime, Drama, Mystery, Suspense, Thriller",Rated R,105 minutes,Stoner,1974,Feng Huang,"George Lazenby, Angela Mao, Betty Ting Pei",6,"Action, Thriller",107 min,0
337,2370,5881,Stone,2010,John Curran,"Robert De Niro,Edward Norton,Milla Jovovich,Frances Conroy,Enver Gjokaj,Pepper Binkley",3,"Crime, Drama, Mystery, Suspense, Thriller",Rated R,105 minutes,Stone,1974,Sandy Harbutt,"Ken Shorter, Sandy Harbutt, Deryck Barnes",6.5,"Action, Drama, Adventure",103 min,0
338,2374,2966,The Circus,1928,,,4,"Comedy, Drama, Family, Romance",Rated Unrated,71 minutes,The Circuit,2002,Jalal Merhi,"Olivier Gruner, Simon Kim, James Kim",3.7,"Action, Drama, Sport",91 min,0
339,2380,5590,Superman,1978,,,4,"Action, Family, Fantasy, Science Fiction",Rated PG,143 minutes,Superman,1978,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman",7.3,"Action, Drama, Sci-Fi",143 min,1
340,2382,1441,Megamind,2010,Tom McGrath,"Will Ferrell,Tina Fey,Jonah Hill,David Cross,Brad Pitt",3,"Action, Animation, Comedy, Family",Rated PG,95 minutes,Megamind,2010,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt",7.3,"Animation, Action, Comedy",95 min,1
341,2383,3828,Fair Game,2010,Doug Liman,"Naomi Watts,Sean Penn,Sam Shepard,Noah Emmerich,Michael Kelly,Bruce McGill",3,"Drama, Thriller",Rated PG-13,108 minutes,Fair Game,1995,Andrew Sipes,"William Baldwin, Cindy Crawford, Steven Berkoff",4.1,"Action, Crime, Thriller",91 min,0
342,2383,4908,Fair Game,2010,Doug Liman,"Naomi Watts,Sean Penn,Sam Shepard,Noah Emmerich,Michael Kelly,Bruce McGill",3,"Drama, Thriller",Rated PG-13,108 minutes,Fair Game,1986,Mario Andreacchio,"Cassandra Delaney, Peter Ford, David Sandford",6,"Action, Horror, Thriller",90 min,0
343,2386,1425,Prince of Persia: The Sands of Time,2010,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Toby Kebbell",2,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,116 minutes,Prince of Persia: The Sands of Time,2010,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley",6.6,"Action, Adventure, Fantasy",116 min,1
344,2396,1469,The Karate Kid,2010,Harald Zwart,"Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen",3.5,"Action, Adventure, Drama, Family",Rated PG,140 minutes,The Karate Kid,2010,Harald Zwart,"Jackie Chan, Jaden Smith, Taraji P. Henson",6.2,"Action, Drama, Family",140 min,1
345,2396,5153,The Karate Kid,2010,Harald Zwart,"Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen",3.5,"Action, Adventure, Drama, Family",Rated PG,140 minutes,The Karate Kid,1984,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue",7.2,"Action, Drama, Family",126 min,0
346,2405,1422,The A-Team,2010,Joe Carnahan,"Liam Neeson,Jessica Biel,Bradley Cooper,Sharlto Copley,Quinton,Patrick Wilson",1.5,"Action, Thriller",Rated PG-13,117 minutes,The A-Team,2010,Joe Carnahan,"Liam Neeson, Bradley Cooper, Sharlto Copley",6.8,"Action, Adventure, Comedy",117 min,1
347,2406,1453,Jonah Hex,2010,Jimy Hayward,"Josh Brolin,John Malkovich,Megan Fox,Michael Fassbender,Will Arnett,John Gallagher Jr.,Tom Wopat,Michael Shannon,Wes Bentley,Julia Jones",2,"Action, Adventure, Drama, Science Fiction, Thriller, Western",Rated PG-13,80 minutes,Jonah Hex,2010,Jimmy Hayward,"Josh Brolin, Megan Fox, John Malkovich",4.6,"Action, Drama, Fantasy",81 min,1
350,2431,4849,Predators,2010,Nimrod Antal,"Adrien Brody,Topher Grace,Danny Trejo,Alice Braga,Walton Goggins,Oleg Taktarov,Laurence Fishburne",2,"Action, Adventure, Horror, Science Fiction",Rated R,107 minutes,Predator,1987,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall",7.8,"Action, Horror, Sci-Fi",107 min,0
351,2432,1437,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Monica Bellucci,Alice Krige,Jake Cherry,James A. Stephens",2.5,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",Rated PG,109 minutes,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina",6.1,"Action, Adventure, Comedy",109 min,1
352,2439,716,Legendary,2010,Mel Damski,"John Cena,Patricia Clarkson,Devon Graye,Danny Glover,Madeleine Martin,Tyler Posey",2,"Drama, Indie",Rated PG-13,,Legendary,2013,Eric Styles,"Scott Adkins, Dolph Lundgren, Yi Huang",3.8,"Action, Adventure",92 min,0
353,2455,621,Hatchet II,2010,,"Danielle Harris,Tony Todd,Kane Hodder,Parry Shen,Tom Holland,R.A. Mihailoff",1.5,"Action, Comedy, Horror",Rated NR,89 minutes,Hatchet III,2013,BJ McDonnell,"Danielle Harris, Kane Hodder, Zach Galligan",5.6,"Action, Comedy, Horror",81 min,0
354,2460,1434,Salt,2010,Phillip Noyce,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,Andre Braugher,Hunt Block",4,"Action, Thriller",Rated PG-13,100 minutes,Salt,2010,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",6.4,"Action, Crime, Mystery",100 min,1
355,2471,1819,Vengeance,2010,Johnnie To,"Johnny Hallyday,Sylvie Testud,Anthony Wong,Lam Ka-tung,Lam Suet,Simon Yam",3.5,"Action, Foreign, Horror, Thriller",Rated NR,108 minutes,Vengeance,2009,Johnnie To,"Johnny Hallyday, Sylvie Testud, Anthony Chau-Sang Wong",6.6,"Action, Crime, Drama",108 min,1
358,2479,505,Centurion,2010,,"Michael Fassbender,Dominic West,Olga Kurylenko,Imogen Poots,Noel Clarke",2.5,"Action, Drama, Foreign, Thriller",Rated R,97 minutes,Centurion AD,2014,Brian Reed Garvin,"Katherine Randolph, Brian Reed Garvin, Martin Horsey",6.9,"Action, Adventure, Sci-Fi",102 min,0
360,2480,1450,The Bounty Hunter,2010,Andy Tennant,"Jennifer Aniston,Gerard Butler,Jason Sudeikis,Christine Baranski",1.5,"Action, Comedy, Romance",Rated PG-13,110 minutes,The Bounty Hunter,2010,Andy Tennant,"Jennifer Aniston, Gerard Butler, Gio Perez",5.5,"Action, Comedy, Romance",110 min,1
362,2481,1787,District 13: Ultimatum,2010,Patrick Alessandrin,"Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,Elodie Yung",3,"Action, Crime, Foreign, Science Fiction, Thriller",Rated R,101 minutes,District 13: Ultimatum,2009,Patrick Alessandrin,"Cyril Raffaelli, David Belle, Philippe Torreton",6.5,"Action, Crime, Thriller",101 min,1
363,2482,5939,The Crazies,2010,Breck Eisner,"Timothy Olyphant,Radha Mitchell,Joe Anderson,Danielle Panabaker,Christie Lynn Smith,Brett Rickaby,Preston Bailey,John Aylward",2.5,"Action, Horror, Thriller",Rated R,101 minutes,The Crazies,1973,George A. Romero,"Lane Carroll, Will MacMillan, Harold Wayne Jones",6.1,"Action, Horror, Sci-Fi",103 min,0
364,2489,6663,Alice in Wonderland,2010,,"Johnny Depp,Mia Wasikowska,Helena Bonham-Carter,Anne Hathaway,Crispin Glover,Alan Rickman,Stephen Fry,Michael Sheen,Timothy Spall,Christopher Lee",3,"Adventure, Family, Fantasy, Science Fiction",Rated PG,108 minutes,Alice in Wonderland,1949,Dallas Bower,"Stephen Murray, Ernest Milton, Pamela Brown",6.7,"Action, Family, Fantasy",76 min,0
366,2501,430,Waking Sleeping Beauty,2010,,,3.5,"Documentary, Family",Rated PG,86 minutes,Sleeping Beauty,2014,Rene Perez,"Jenny Allford, Robert Amstler, Gemma Donato",2.9,"Action, Adventure, Drama",88 min,0
369,2524,1427,The Losers,2010,Sylvain White,"Jeffrey Dean Morgan,Zoe Saldana,Chris Evans,Idris Elba,Columbus Short,Oscar Jaenada,Jason Patric",3.5,"Action, Adventure, Crime, Mystery, Thriller",Rated PG-13,97 minutes,The Losers,2010,Sylvain White,"Idris Elba, Zoe Saldana, Jeffrey Dean Morgan",6.4,"Action, Crime, Drama",97 min,1
370,2531,1799,Harry Brown,2010,Daniel Barber,"Michael Caine,Emily Mortimer,Charlie Creed-Miles,Ben Drew",3,"Action, Adventure, Foreign, Thriller",Rated R,103 minutes,Harry Brown,2009,Daniel Barber,"Michael Caine, Emily Mortimer, David Bradley",7.2,"Action, Crime, Drama",103 min,1
371,2540,1483,Iron Man 2,2010,Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling",3,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,124 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7,"Action, Adventure, Sci-Fi",124 min,1
372,2540,1895,Iron Man 2,2010,Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling",3,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,124 minutes,Iron Man,2008,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"Action, Adventure, Sci-Fi",126 min,1
373,2544,713,Robin Hood,2010,Ridley Scott,"Russell Crowe,Cate Blanchett,Max von Sydow,Oscar Isaac,Danny Huston",2,"Action, Adventure, Drama",Rated PG-13,140 minutes,Robin Hood,2013,Martin Schreier,"Ken Duken, Dagny Dewath, Matthias Koeberlin",6.4,"Action, Drama",92 min,0
375,2548,3930,The Chaser,2010,,"Kim Yoon-seok,Ha Jung-woo,Seo Young-hee,Koo Bon-woong",3.5,"Action, Crime, Drama, Foreign, Thriller",Rated NR,125 minutes,The Chase,1994,Adam Rifkin,"Charlie Sheen, Kristy Swanson, Henry Rollins",5.7,"Action, Adventure, Comedy",94 min,0
379,2579,1687,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"John C. Reilly,Ken Watanabe,Josh Hutcherson,Chris Massoglia",1.5,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",Rated PG-13,109 minutes,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"Chris Massoglia, John C. Reilly, Salma Hayek",6,"Action, Adventure, Fantasy",109 min,1
380,2584,427,Motherhood,2009,,"Uma Thurman,Anthony Edwards,Minnie Driver,Daisy Tahan,Herself",2,"Comedy, Drama",Rated PG-13,89 minutes,Brotherhood,2014,Alfredo Torella,"Jeff Caponigro, Alfredo Torella, Gianluca Torella",6.4,"Action, Drama, Family",64 min,0
382,2594,1773,The Box,2009,,"Cameron Diaz,James Marsden,Frank Langella",3,"Drama, Horror, Mystery, Thriller",Rated PG-13,115 minutes,The Boxer,2009,Thomas Jahn,"Kelly Adams, Gregor Bador, Frank Braun",5.2,"Action, Drama, Sport",94 min,0
383,2605,1768,2012,2009,Roland Emmerich,"John Cusack,Amanda Peet,Chiwetel Ejiofor,Oliver Platt,Woody Harrelson,Danny Glover,Thandie Newton",3.5,"Action, Adventure, Disaster, Drama, Thriller",Rated PG-13,158 minutes,2012,2009,Roland Emmerich,"John Cusack, Thandie Newton, Chiwetel Ejiofor",5.8,"Action, Adventure, Sci-Fi",158 min,1
384,2606,1806,The Boondock Saints II: All Saints Day,2009,,"Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Julie Benz,Peter Fonda",1,"Action, Adventure, Drama, Thriller",Rated R,118 minutes,The Boondock Saints II: All Saints Day,2009,Troy Duffy,"Sean Patrick Flanery, Norman Reedus, Billy Connolly",6.3,"Action, Comedy, Crime",118 min,1
387,2615,2234,Brothers,2009,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard,Mare Winningham",3.5,"Drama, Romance, Thriller",Rated R,104 minutes,Brothers,2007,Sung Kee Chiu,"Zhiwen Wang, Yi Huang, Rongguang Yu",6.1,"Action, Drama",100 min,0
388,2617,6799,Up in the Air,2009,Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick",4,"Comedy, Drama, Romance",Rated R,109 minutes,Up in the Air,1940,Howard Bretherton,"Frankie Darro, Marjorie Reynolds, Mantan Moreland",6.1,"Action, Comedy, Music",62 min,0
389,2632,1714,Sherlock Holmes,2009,Guy Ritchie,"Robert Downey Jr.,Jude Law,Mark Strong,Rachel McAdams,Kelly Reilly",3,"Action, Adventure, Comedy, Crime, Drama, Mystery, Thriller",Rated PG-13,128 minutes,Sherlock Holmes,2009,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams",7.6,"Action, Adventure, Crime",128 min,1
390,2635,1684,Daybreakers,2010,,"Ethan Hawke,Willem Dafoe,Claudia Karvan,Sam Neill,Michael Dorman",2.5,"Action, Drama, Horror, Science Fiction, Thriller",Rated R,98 minutes,Daybreakers,2009,Michael Spierig,"Ethan Hawke, Willem Dafoe, Sam Neill",6.5,"Action, Horror, Sci-Fi",98 min,1
391,2646,1447,The Book of Eli,2010,"Albert,Allen Hughes","Denzel Washington,Gary Oldman,Mila Kunis,Ray Stevenson,Jennifer Beals,Tom Waits,Michael Gambon",3,"Action, Science Fiction, Thriller",Rated R,118 minutes,The Book of Eli,2010,Albert Hughes,"Denzel Washington, Mila Kunis, Ray Stevenson",6.9,"Action, Adventure, Drama",118 min,1
392,2648,1494,The Spy Next Door,2010,Brian Levant,"Jackie Chan,Amber Valletta,Madeline Carroll,Magnus Scheving,Billy Ray Cyrus,George Lopez,Will Shadley,Alina Foley",1.5,"Action, Adventure, Comedy, Drama, Family",Rated PG,94 minutes,The Spy Next Door,2010,Brian Levant,"Jackie Chan, Amber Valletta, Billy Ray Cyrus",5.4,"Action, Comedy, Family",94 min,1
393,2649,1713,Surrogates,2009,,"Bruce Willis,Radha Mitchell,Rosamund Pike,Boris Kodjoe,James Francis Ginty,James Cromwell,Ving Rhames,Jack Noseworthy,Devin Ratray,Michael Cudlit",2.5,"Action, Science Fiction, Thriller",Rated PG-13,89 minutes,Surrogates,2009,Jonathan Mostow,"Bruce Willis, Radha Mitchell, Ving Rhames",6.3,"Action, Sci-Fi, Thriller",89 min,1
395,2679,1724,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Adewale Akinnuoye-Agbaje,Christopher Eccleston,Joseph Gordon-Levitt,Byung-hun Lee,Sienna Miller,Rachel Nichols,Ray Park,Jonathan Pryce,Said Taghmaoui,Channing Tatum,Marlon Wayans,Dennis Quaid",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,118 minutes,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans",5.8,"Action, Adventure, Sci-Fi",118 min,1
397,2699,1934,The Baader-Meinhof Complex,2009,Uli Edel,"Bruno Ganz,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Nadja Uhl",2.5,,Rated NR,,The Baader Meinhof Complex,2008,Uli Edel,"Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek",7.4,"Action, Biography, Crime",150 min,1
398,2744,1685,The Perfect Sleep,2009,Jeremy Alter,"Anton Pardoe,Roselyn Sanchez,Patrick Bauchau,Tony Amendola",1.5,"Action, Adventure, Drama, Indie, Thriller",Rated R,99 minutes,The Perfect Sleep,2009,Jeremy Alter,"Anton Pardoe, Anthony Dilio, David Beck",4.8,"Action, Drama, Romance",99 min,1
399,2764,1694,Star Trek,2009,J. J. Abrams,"Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,Zoe Saldana,John Cho,Anton Yelchin,Ben Cross,Winona Ryder,Chris Hemsworth,Jennifer Morrison",2.5,"Action, Adventure, Science Fiction",Rated PG-13,127 minutes,Star Trek,2009,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg",8,"Action, Adventure, Sci-Fi",127 min,1
400,2766,2187,Battle for Terra,2009,Aristomenis Tsirbas,"Evan Rachel Wood,Luke Wilson,Justin Long,Brian Cox,James Garner,Dennis Quaid,Chris Evans,David Cross",3,"Action, Adventure, Animation, Family",Rated PG-13,85 minutes,Battle for Terra,2007,Aristomenis Tsirbas,"Evan Rachel Wood, Luke Wilson, Justin Long",6.7,"Animation, Action, Adventure",85 min,1
401,2767,1737,Next Day Air,2009,Benny Boom,"Donald Faison,Mike Epps,Mos Def,Wood Harris,Omari Hardwick,Emilio Rivera",3,"Action, Adventure, Comedy, Crime",Rated R,84 minutes,Next Day Air,2009,Benny Boom,"Yasiin Bey, Mike Epps, Donald Faison",5.9,"Action, Comedy, Crime",84 min,1
402,2794,1706,Monsters vs. Aliens,2009,"Rob Letterman,Conrad Vernon","Seth Rogen,Hugh Laurie,Will Arnett,Kiefer Sutherland,Rainn Wilson,Paul Rudd,Stephen Colbert",2.5,,Rated PG,,Monsters vs. Aliens,2009,Rob Letterman,"Reese Witherspoon, Rainn Wilson, Stephen Colbert",6.6,"Animation, Action, Adventure",94 min,1
403,2800,626,Fast & Furious,2009,Justin Lin,"Vin Diesel,Paul Walker,Jordana Brewster,Michelle Rodriguez,John Ortiz",1.5,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,107 minutes,Fast & Furious 6,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",7.2,"Action, Crime, Thriller",130 min,0
404,2800,1717,Fast & Furious,2009,Justin Lin,"Vin Diesel,Paul Walker,Jordana Brewster,Michelle Rodriguez,John Ortiz",1.5,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,107 minutes,Fast & Furious,2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.6,"Action, Crime, Drama",107 min,1
405,2802,3330,Gigantic,2009,Matt Aselton,"Paul Dano,Zooey Deschanel,John Goodman,Ed Asner,Robert Stanton,Ian Roberts,Jane Alexander,Clarke Peters,Daniel Stewart Sherman",2.5,"Drama, Foreign, Indie, Romance",Rated R,88 minutes,Gigantics,1999,Sebastian Schipper,"Frank Giering, Florian Lukas, Antoine Monot Jr.",7.8,"Comedy, Drama, Romance",80 min,0
408,2823,3256,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencer,2000,Robert Lee,"Michael Dudikoff, Brennan Elliott, Terence Kelly",5.3,Action,92 min,0
