ID;title,year,director(s),writer(s),actor(s)
7736;The Red Violin,François Girard,Don McKellar,François Girard,Carlo Cecchi,Irene Grazioli,Anita Laurenzi,Tommaso Puntelli;1998
7737;The Paradise Suite,Joost van Ginkel,Joost van Ginkel,Anjela Nedyalkova,Boris Isaković,Jasna Đuričić,Isaka Sawadogo;2015
7738;Samir we Shahir we Bahir,Mootaz El Toony,Hossam Silman,Hesham Maged,Rahma Hassan,أحمد فهمي,Hesham Maged,شيكو;2010
7739;Grbavica: The Land of My Dreams,Jasmila Zbanic,Jasmila Zbanic,Barbara Albert,Mirjana Karanović,Luna Mijovic,Leon Lučev,Kenan Catic;2006
7740;Nameless Gangster,Yun Jong-bin,Yun Jong-bin,Choi Min-sik,Kwak Do-won,Ha Jung-Woo,Jo Jin-woong;2012
7741;House,Steve Miner,Ethan Wiley,William Katt,George Wendt,Richard Moll,Kay Lenz;1986
7742;The Mummy,Karl Freund,John L. Balderston,Boris Karloff,Zita Johann,David Manners,Edward Van Sloan;1932
7743;Drones,Rick Rosenthal,Matt Witten,Matt O'Leary,Eloise Mumford,Whip Hubley,William Russell;2013
7744;Cannibal Ferox,Umberto Lenzi,Umberto Lenzi,Giovanni Lombardo Radice,Robert Kerman,Danilo Mattei,Venantino Venantini;1981
7745;Violet & Daisy,Geoffrey Fletcher,Geoffrey Fletcher,Saoirse Ronan,Alexis Bledel,Marianne Jean-Baptiste,Danny Trejo;2011
7746;The Story of Us,Rob Reiner,Alan Zweibel,Jessie Nelson,Bruce Willis,Michelle Pfeiffer,Rob Reiner,Colleen Rennison;1999
7747;Secrets Of State,Philippe Haïm,Nathalie Carter,Julien Sibony,Gérard Lanvin,Vahina Giocante,Nicolas Duvauchelle,Mehdi Nebbou;2008
7748;Kuttram Kadithal,Bramma G,Bramma G,Master Ajay,Radhika Prasidhha,Sai Rajkumar,Pavel Navageethan;2015
7749;Alien Hunter,Ron Krauss,J.S. Cardone,Boaz Davidson,James Spader,Janine Eser,John Lynch,Nikolai Binev;2003
7750;The Legend of Snake,Komsan Treepong,Komsan Treepong,New Thanya;2008
7751;The War,Jon Avnet,Kathy McWorter,Elijah Wood,Kevin Costner,Mare Winningham,Lexi Randall;1994
7752;Citizen Toxie: The Toxic Avenger IV,Lloyd Kaufman,Lloyd Kaufman,Patrick Cassidy,Gabriel Friedman,Trent Haaga,David Mattey,Clyde Lewis,Heidi Sjursen,Paul Kyrmse;2001
7753;Catch-22,Mike Nichols,Buck Henry,Alan Arkin,Martin Balsam,Richard Benjamin,Art Garfunkel;1970
7754;Gladiator Of Pompeii,Paolo Poeti,,Victor Alfieri,Tomas Arana,Linda Batista,Gunther Gillian;2007
7755;Maggie's Plan,Rebecca Miller,Rebecca Miller,Greta Gerwig,Julianne Moore,Ethan Hawke,Bill Hader;2015
7756;A Serious Man,Ethan Coen,Joel Coen,Joel Coen,Ethan Coen,Michael Stuhlbarg,Richard Kind,Fred Melamed,Sari Lennick;2009
7757;The Curse of King Tut's Tomb,Russell Mulcahy,,Casper Van Dien,Leonor Varela,Malcolm McDowell;2006
7758;Not Without My Daughter,Brian Gilbert,Betty Mahmoody,William Hoffer,David W. Rintels,Sally Field,Alfred Molina,Sheila Rosenthal,Roshan Seth;1991
7759;Good Old Daze,Cédric Klapisch,,Romain Duris,Vincent Elbaz,Nicolas Koretzky,Julien Lambroschini;1994
7760;Giratina and the Sky Warrior,Kunihiko Yuyama,,;2008
7761;Super Troopers,Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Paul Soter,Steve Lemme,Erik Stolhanske,Jay Chandrasekhar,Steve Lemme,Kevin Heffernan,Paul Soter;2001
7762;Wasabi,Gérard Krawczyk,Luc Besson,Jean Reno,Ryoko Hirosue,Michel Muller,Carole Bouquet;2001
7763;Julia,Matthew A. Brown,Matthew A. Brown,Ashley C. Williams,Tahyna Tozzi,Jack Noseworthy,Joel de la Fuente;2014
7764;Twin Dragons,Ringo Lam,Tsui Hark,Barry Wong,Tsui Hark,Yik Wong,Joe Cheung Tung-Cho,Jackie Chan,Maggie Cheung,Teddy Robin Kwan,Anthony Chan;1992
7765;Lolo,Julie Delpy,Julie Delpy,Eugénie Grandval,Julie Delpy,Dany Boon,Vincent Lacoste,Karin Viard;2015
7766;The Nun,Luis de la Madrid,Manu Díez,Jaume Balagueró,Anita Briem,Cristina Piaget, Belen Blanco, Alistair Freeland;2005
7767;Eating Out 2: Sloppy seconds,Phillip J. Bartell,,Brett Chukerman,Marco Dapper,Rebekah Kochan,Jim Verraros;2006
7768;Before Night Falls,Julian Schnabel,Cunningham O'Keefe,Lázaro Gómez Carriles,Julian Schnabel,Reynaldo Arenas,Diego Luna,Javier Bardem,Olivier Martinez,Andrea Di Stefano;2000
7769;Echo Planet,Kompim Kemgumnird,Kongdej Jaturanrasamee,Charoonporn Parapakpralai,Warunyu Udomkanjananon,Nuengthida Sophon,Noppan Chantasorn,Athipich Chutiwatkajornchai,Kongdej Jaturanrasamee;2012
7770;The Ringer,Barry W. Blaustein,Ricky Blitt,Brian Cox,Johnny Knoxville,Katherine Heigl,Luis Ávalos;2005
7771;Mr. Vampire 2,Ricky Lau,Barry Wong Ping-Yiu,林正英,Yuen Biao,Moon Lee Choi-Fung,Chung Fat;1986
7772;Sorry If I Call You Love,Joaquín Llamas,Federico Moccia,Manuel Burque,Fran Araujo,Paloma Bloyd,Daniele Liotti,Irene Montalà,Andrea Duro;2014
7773;Robinson Crusoe,Thierry Chabert,,Pierre Richard,Nicolas Cazalé,Jean-Claude Leguay,Marie Béraud;2003
7774;Alien Agent,Jesse V. Johnson,Vlady Pildysh,Mark Dacascos,Amelia Cooke,Emma Lahana,Kim Coates;2007
7775;L.A. Story,Mick Jackson,Steve Martin,Steve Martin,Sarah Jessica Parker,Victoria Tennant,Richard E. Grant;1991
7776;Girl Walks Into a Bar,Sebastian Gutierrez,Sebastian Gutierrez,Carla Gugino,Zachary Quinto,Danny DeVito,Emmanuelle Chriqui;2011
7777;Mutiny on the Bounty,Frank Lloyd,Talbot Jennings,Jules Furthman,Carey Wilson,Charles Nordhoff,James Norman Hall,Charles Laughton,Clark Gable,Franchot Tone,Herbert Mundin;1935
7778;Good Morning,Yasujirō Ozu,Kôgo Noda,Yasujirō Ozu,Yoshiko Kuga,Chishû Ryû,Kuniko Miyake,Haruko Sugimura;1959
7779;A Day Off,Wouter Stoter,,Marc Madeleyn,Anemone Valcke;2015
7780;God of Gamblers,Wong Jing,Wong Jing,Chow Yun-Fat,Andy Lau,Joey Wong,Lung Fong;1989
7781;The Ultimate Gift,Michael O. Sajbel,Cheryl McKay,Jim Stovall,James Garner,Drew Fuller,Abigail Breslin,Ali Hillis;2006
7782;First Snow,Mark Fergus,Hawk Ostby,Mark Fergus,Guy Pearce,Steven Michael Quezada,J.K. Simmons,Nicholas Ballas;2006
7783;Blind Fury,Phillip Noyce,Charles Robert Carner,Ryôzô Kasahara,Rutger Hauer,Terry O'Quinn,Brandon Call,Noble Willingham;1990
7784;Ben Hur,Steve Shill,Alan Sharp,Joseph Morgan,Stephen Campbell Moore,Emily VanCamp,Kristin Kreuk;2010
7785;Miss Granny,Leste Chen,Lin Xiaoge,Ren Peng,Zishan Yang,Ya-lei Kuei,Bolin Chen,Luhan;2015
7786;Dead Weight,Alain Berbérian,Frédéric Forestier,Matt Alexander,Alexandre Coquelle,Benoît Poelvoorde,Gérard Lanvin,José Garcia,Djimon Hounsou;2002
7787;The Reunion 2 - The Funeral,Mikkel Serup,Claudia Boderke,Lars Mering,Anders W. Berthelsen,Nicolaj Kopernikus,Troels Lyby,Ole Dupont;2014
7788;Arrival of a Train at La Ciotat,Louis Lumière,,Jeanne-Joséphine Lumière;1896
7789;Monster High: Haunted,Dan Fraga,William Lau,Keith Wagner,Haviland Stillwell,Karen Strassman,Cameron Clarke,Todd Haberkorn;2015
7790;The Valet,Francis Veber,Francis Veber,Gad Elmaleh,Alice Taglioni,Daniel Auteuil,Kristin Scott Thomas;2006
7791;The Myth,Stanley Tong,Hai-shu Li,Stanley Tong,Hui-Ling Wang,Jackie Chan,Kim Hee-sun,Tony Leung Ka-Fai,Mallika Sherawat;2005
7792;5 Card Stud,Henry Hathaway,Ray Gaulden,Marguerite Roberts,Dean Martin,Robert Mitchum,Inger Stevens,Roddy McDowall;1968
7793;The Women,Diane English,,Cloris Leachman,India Ennenga,Annette Bening,Eva Mendes;2008
7794;Butterfly,José Luis Cuerda,Rafael Azcona,José Luis Cuerda,Manuel Rivas,Fernando Fernán Gómez,Manuel Lozano,Uxía Blanco,Gonzalo Uriarte;1999
7795;Road to Paloma,Jason Momoa,Jason Momoa,Robert Homer Mollohan,Jonathan Hirschbein,Jason Momoa,Robert Homer Mollohan,Lisa Bonet,Michael Raymond-James;2014
7796;Santa Buddies,Robert Vince,Robert Vince,Anna McRoberts,George Wendt,Craig Anton,Charisse Baker,Andrew Astor;2009
7797;Red Road,Andrea Arnold,,Kate Dickie,Tony Curran,Martin Compston,Natalie Press;2006
7798;Peace, Love & Misunderstanding,Bruce Beresford,Christine Mengert,Joseph Muszynski,Jane Fonda,Catherine Keener,Elizabeth Olsen,Chace Crawford;2011
7799;Fire and Ice,Ralph Bakshi,Gerry Conway,Roy Thomas,Randy Norton,Cynthia Leake,Steve Sandor,Sean Hannon;1983
7800;Sliding Doors,Peter Howitt,Peter Howitt,Gwyneth Paltrow,John Hannah,John Lynch,Jeanne Tripplehorn;1998
7801;Red Beard,Akira Kurosawa,Masato Ide,Ryûzô Kikushima,Akira Kurosawa,Hideo Oguni,Toshirō Mifune,Yûzô Kayama,Tsutomu Yamazaki,Reiko Dan;1965
7802;Picnic at Hanging Rock,Peter Weir,Joan Lindsay,Clifford Green,Vivean Gray,Helen Morse,Kirsty Child,Jacki Weaver;1975
7803;Here Comes the Devil,Adrián García Bogliano,Adrián García Bogliano,Francisco Barreiro,Giancarlo Ruiz,Laura Caro,Alan Martinez;2013
7804;Better Living Through Chemistry,Geoff Moore,David Posamentier,Geoff Moore,David Posamentier,Olivia Wilde,Michelle Monaghan,Sam Rockwell,Ray Liotta;2014
7805;Dawn of the Dragonslayer,Anne K. Black,Anne K. Black,Richard McWilliams,Nicola Posener,Philip Brodie,Ian Cullen;2011
7806;X,Jon Hewitt,Jon Hewitt,Belinda McClory,Viva Bianca,Hanna Mangan Lawrence,Wayne Blair ,Peter Docker;2011
7807;The Favour, the Watch and the Very Big Fish,Ben Lewin,Marcel Aymé,Bob Hoskins,Jeff Goldblum,Natasha Richardson,Michel Blanc;1991
7808;Beneath,Ben Ketai,Patrick J. Doody,Chris Valenziano,Brent Briscoe,Kurt Caceres,Eric Etebari,Jeff Fahey;2013
7809;Dark Was the Night,Jack Heller,Tyler Hisel,Kevin Durand,Lukas Haas,Nick Damici,Sabina Gadecki;2014
7810;An American in Paris,Vincente Minnelli,Alan Jay Lerner,Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary;1951
7811;Pangea: The Neverending World,Daniel Magyar,Adam Magyar,Zsolt Macsinka,Gabor Balazs,Peter Sohajda,,;2009
7812;Jan Dara: The Beginning,ม.ล. พันธุ์เทวนพ เทวกุล,,Mario Maurer,ชัยพล พูพาร์ต,บงกช คงมาลัย,ศักราช ฤกษ์ธำรงค์;2012
7813;Vampyros Lesbos,Jesús Franco,Jesús Franco,Jaime Chávarri,Anne Settimó,Soledad Miranda,Ewa Strömberg,Dennis Price,Paul Muller;1971
7814;Late Phases,Adrián García Bogliano,Eric Stolze,Tina Louise,Ethan Embry,Erin Cummings,Karen Lynn Gorney;2014
7815;Endurance: The Story of Ernest Shackleton,Randell Seymour,Daniel Warn,;2015
7816;Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,Robert Louis Stevenson,Samuel Hoffenstein,Percy Heath,Fredric March,Miriam Hopkins,Rose Hobart,Holmes Herbert;1931
7817;War, Inc.,Joshua Seftel,Mark Leyner,Jeremy Pikser,John Cusack,Hilary Duff,Marisa Tomei,Joan Cusack;2008
7818;New Initial D Movie: Legend 1 - Awakening,Masamitsu Hidaka,Sekijima Mayori,Shuichi Shigeno,Mamoru Miyano,Yūichi Nakamura,Daisuke Ono,Maaya Uchida;2014
7819;Lucky Luke and the Daltons,Philippe Haïm,Ramzy Bedia,Michel Hazanavicius,Eric Judor,Ramzy Bedia,Saïd Serrari,Til Schweiger;2004
7820;Bloodsport III,Alan Mehrez,James Williams (V),Daniel Bernhardt,John Rhys-Davies,Amber Van Lent,Uni Park;1996
7821;Girls Lost,Alexandra-Therese Keining,Alexandra-Therese Keining,Jessica Schiefauer,Tuva Jagell,Wilma Holmén,Louise Nyvall,Emrik Öhlander;2015
7822;You Kill Me,John Dahl,Stephen McFeely,Christopher Markus,Ben Kingsley,Téa Leoni,Luke Wilson,Bill Pullman;2007
7823;Stomp the Yard,Sylvain White,Robert Adetuyi,Columbus Short,Meagan Good,Ne-Yo,Darrin Henson;2007
7824;The Holy Mountain,Alejandro Jodorowsky,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara;1973
7825;Batman & Mr. Freeze: SubZero,Boyd Kirkland,Boyd Kirkland,Randy Rogel,Kevin Conroy,Michael Ansara,Loren Lester,Efrem Zimbalist, Jr.;1998
7826;Un Flic,Jean-Pierre Melville,Jean-Pierre Melville,Alain Delon,Richard Crenna,Catherine Deneuve,Simone Valère;1972
7827;Maria Full of Grace,Joshua Marston,Joshua Marston,Catalina Sandino Moreno,Guilied Lopez,Yenny Paola Vega,John Álex Toro;2004
7828;Intergalactic Swingers,Dean McKendrick,Dean McKendrick,Erika Jordan,Ryan Driller,Sophia Bella,Christie Stevens;2013
7829;Unakkenna Venum Sollu,Srinath Ramalingam,Srinath Ramalingam,Deepak Paramesh,Jaqlene Prakash,Deepak Paramesh,Jaqlene Prakash;2015
7830;William Shatner Presents: Chaos on the Bridge,,,Denise Crosby,John de Lancie,Jonathan Frakes,Gates McFadden;2015
7831;Thrashin',David Winters,Alan Sacks,Paul Brown,Josh Brolin,Brooke McCarter,Pamela Gidley,Brett Marx;1986
7832;Could We Maybe,Morten Arnfred,Lasse Nielsen,Morten Bruus,Lasse Nielsen,Marie-Louise Coninck,Ole Ernst,Morten Hovman,Beth Lendorf;1976
7833;Have Dreams, Will Travel,Brad Isaacs,Brad Isaacs,Cayden Boyd,AnnaSophia Robb,Val Kilmer,Heather Graham;2007
7834;Wuthering Heights,Andrea Arnold,Emily Brontë,Olivia Hetreed,Kaya Scodelario,James Northcote,Amy Wren,Nichola Burley;2011
7835;After Porn Ends,Bryce Wagoner,,Mary Carey,Amber Lynn,John Leslie,Asia Carrera;2012
7836;Dreams,Akira Kurosawa,Ishirô Honda,Akira Kurosawa,Akira Terao,Mitsuko Baisho,Toshie Negishi,Mieko Harada;1990
7837;Changing Sides,Pascale Pouzadoux,Pascale Pouzadoux,Grégoire Vigneron,Alix Girod de l'Ain,Dany Boon,Sophie Marceau,Antoine Duléry,Roland Giraud;2008
7838;Humanoids from the Deep,Barbara Peeters,William Martin,Doug McClure,Ann Turkel,Vic Morrow,Cindy Weintraub;1980
7839;White Settlers,Simeon Halligan,Ian Fenton,Pollyanna McIntosh,Lee Williams,Joanne Mitchell,James McCreadie;2014
7840;Super Size Me,Morgan Spurlock,Morgan Spurlock,Morgan Spurlock,Daryl Isaacs,Lisa Ganjhu,Stephen Siegel;2004
7841;Iris,Richard Eyre,Richard Eyre,Judi Dench,Jim Broadbent,Kate Winslet,Hugh Bonneville;2001
7842;King Kong vs. Godzilla,Ishirô Honda,Shinichi Sekizawa,Tadao Takashima,Kenji Sahara,Yû Fujiki,Ichirô Arishima;1962
7843;Naruto Shippuden the Movie: Blood Prison,Khailah Solis,Akira Higashiyama,Junko Takeuchi,Mie Sonozaki,Masaki Terasoma;2011
7844;Arson Mom,Brenton Spencer,Gary E. Imhoff,Brian D. Young,Julie Benz,Rick Ravanello,Chelah Horsdal,Matthew Kevin Anderson;2014
7845;Black Narcissus,Michael Powell,Emeric Pressburger,Rumer Godden,Michael Powell,Emeric Pressburger,Deborah Kerr,David Farrar,Flora Robson,Kathleen Byron;1947
7846;Devil Hunter,Jesús Franco,Julián Esteban,Ursula Buchfellner,Al Cliver,Antonio Mayans,Antonio de Cabo;1980
7847;The Killer Elite,Sam Peckinpah,Marc Norman,Stirling Silliphant,James Caan,Robert Duvall,Mako,Arthur Hill;1975
7848;Company of Heroes,Don Michael Paul,David Reed,Tom Sizemore,Chad Michael Collins,Vinnie Jones,Jürgen Prochnow;2013
7849;The Coming Days,Lars Kraume,Lars Kraume,Bernadette Heerwagen,Daniel Brühl,Johanna Wokalek,August Diehl;2010
7850;Vijay and I,Sam Garbarski,Philippe Blasband,Sam Garbarski,Matthew Robbins,Moritz Bleibtreu,Patricia Arquette,Danny Pudi,Catherine Missal;2013
7851;The Crossing II,John Woo,,Zhang Ziyi,Takeshi Kaneshiro,Song Hye-Kyo,Huang Xiaoming;2015
7852;Mischief,Mel Damski,Noel Black,Doug McKeon,Catherine Mary Stewart,Kelly Preston,Chris Nash;1985
7853;The Stoning of Soraya M.,Cyrus Nowrasteh,Betsy Giffen Nowrasteh,Freidoune Sahebjam,Cyrus Nowrasteh,Shohreh Aghdashloo,Mozhan Marnò,Jim Caviezel,Navid Negahban;2008
7854;I Come with the Rain,Trần Anh Hùng,Trần Anh Hùng,Josh Hartnett,Elias Koteas,Takuya Kimura,Lee Byung-hun;2009
7855;The Dope,François Desagnat,Thomas Sorriaux,,Michaël Youn,Vincent Desagnat,Zoé Félix,Alex Descas;2003
7856;Hollywoodland,Allen Coulter,Paul Bernbaum,Adrien Brody,Diane Lane,Ben Affleck,Bob Hoskins;2006
7857;The Poker House,Lori Petty,Lori Petty,David Alan Grier,Jennifer Lawrence,Selma Blair,Bokeem Woodbine,Chloë Grace Moretz;2008
7858;Henry's Crime,Malcolm Venville,Sacha Gervasi,David N. White,Stephen Hamel,Vera Farmiga,Judy Greer,James Caan,Keanu Reeves;2010
7859;Joshua,George Ratliff,David Gilbert,George Ratliff,Sam Rockwell,Vera Farmiga,Jacob Kogan,Celia Weston;2007
7860;A Chinese Torture Chamber Story,Bosco Lam,,Julie Lee,Lee Siu-Kei,Ching Mai,Lawrence Ng;1994
7861;Kiepie en Kandas,Jan Scholz,,Ryno Hattingh,Debbie Labuschagne,Pierre Knoesen,Alex Heyns;1980
7862;Fortress 2,Geoff Murphy,Troy Neighbors,Steven Feinberg,David Venable,Terry Curtis Fox,Christopher Lambert,Aidan Rea,David Roberson,Liz May Brice;1999
7863;Help Me I Am Dead,Andreas Bethmann,Andreas Bethmann,Margarethe von Stern,Antonio Mayans,Carsten Frank,Andreas Bethmann;2013
7864;Wild Target,Jonathan Lynn,Pierre Salvadori,Lucinda Coxon,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett;2010
7865;Vamps,Amy Heckerling,Amy Heckerling,Alicia Silverstone,Krysten Ritter,Sigourney Weaver,Richard Lewis;2012
7866;Hounddog,Deborah Kampmeier,,Dakota Fanning,Oliver Clayton-Luce,Isabelle Fuhrman,Cody Hanford;2007
7867;The Legend of Billie Jean,Matthew Robbins,Mark Rosenthal,Lawrence Konner,Helen Slater,Christian Slater,Yeardley Smith,Martha Gehman;1985
7868;Dragon Ball Z: Bardock - The Father of Goku,Mitsuo Hashimoto,Takao Koyama,Masako Nozawa,Masako Nozawa,Ryusei Nakao,Shō Hayami;1990
7869;Monty Python Live at the Hollywood Bowl,Terry Hughes,Ian MacNaughton,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Graham Chapman,Terry Gilliam,John Cleese,Graham Chapman,Eric Idle;1982
7870;Jurassic City,Sean Cain,Sean Cain,Ray Wise,Kevin Gage,Dana Melanie,Kayla Carlyle;2015
7871;The Brain,Gérard Oury,Danièle Thompson,Marcel Jullian,Gérard Oury,Jean-Paul Belmondo,Bourvil,David Niven,Eli Wallach;1969
7872;An Ideal Man,Yann Gozlan,Yann Gozlan,Pierre Niney,Ana Girardot,André Marcon,Valeria Cavalli;2015
7873;Arthur 2: On the Rocks,Bud Yorkin,,Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald;1988
7874;Igby Goes Down,Burr Steers,Burr Steers,Kieran Culkin,Claire Danes,Jeff Goldblum,Jared Harris;2002
7875;Warriors of Heaven and Earth,Ping He,Ping He,Rui Zhang,Jiang Wen,Kiichi Nakai,Wang Xueqi,Zhao Wei;2003
7876;Big Trouble,Barry Sonnenfeld,Robert Ramsey,Tim Allen,Rene Russo,Patrick Warburton,Ben Foster;2002
7877;Blackout,Rigoberto Castañeda,Ed Dougherty,Amber Tamblyn,Aidan Gillen,Armie Hammer,Katie Stuart;2009
7878;Winners & Sinners,Sammo Hung,Sammo Hung,Barry Wong,Sammo Hung,Richard Ng,Stanley Fung,John Shum;1983
7879;What's Love Got to Do with It,Brian Gibson,Kate Lanier,Tina Turner,Angela Bassett,Laurence Fishburne,Vanessa Bell Calloway,Rae'Ven Larrymore Kelly;1993
7880;Shottas,Cess Silvera,Adam Doench,Lyndale V. Pettus,Cess Silvera,Ky-Mani Marley,Spragga Benz,Paul Campbell,Louie Rankin;2002
7881;Search Party,Scot Armstrong,Scot Armstrong,Mike Gagerman,Andrew Waller,Krysten Ritter,T.J. Miller,Alison Brie,Shannon Woodward;2014
7882;The Inbetweeners 2,Damon Beesley,Iain Morris,Damon Beesley,Iain Morris,Simon Bird,James Buckley,Blake Harrison,Joe Thomas;2014
7883;Random Hearts,Sydney Pollack,Warren Adler,Kurt Luedtke,Harrison Ford,Kristin Scott Thomas,Charles S. Dutton,Bonnie Hunt;1999
7884;Candleshoe,Norman Tokar,David Swift,Rosemary Anne Sisson,David Niven,Jodie Foster,Helen Hayes,Leo McKern;1977
7885;The Gate,Tibor Takács,Michael Nankin,Stephen Dorff,Christa Denton,Louis Tripp,Kelly Rowan;1987
7886;The Brand New Testament,Jaco Van Dormael,Thomas Gunzig,Jaco Van Dormael,Pili Groyne,Benoît Poelvoorde,Yolande Moreau,Catherine Deneuve;2015
7887;The Snows of Kilimanjaro,Henry King,Ernest Hemingway,Casey Robinson,Gregory Peck,Susan Hayward,Ava Gardner,Hildegard Knef;1952
7888;The Amy Fisher Story,Andy Tennant,Janet Brownell,Drew Barrymore,Tony Denison,Harley Jane Kozak,Tom Mason;1993
7889;Borderland,Zev Berman,Eric Poppen,Zev Berman,Brian Presley,Rider Strong,Jake Muxworthy,Sean Astin;2007
7890;Lost in Munich,Petr Zelenka,Petr Zelenka,Martin Myšička,Marek Taclík,Jana Plodková,Jitka Schneiderová;2015
7891;Otis,Tony Krantz,Erik Jendresen,Thomas Schnauz,Bostin Christopher,Ashley Johnson,Daniel Stern,Illeana Douglas;2008
7892;The Rebound,Bart Freundlich,Bart Freundlich,Catherine Zeta-Jones,Justin Bartha,Art Garfunkel,Joanna Gleason;2009
7893;The Hollow,Sheldon Wilson,Sheldon Wilson,Rick Suvalle,Deborah Kara Unger,Stephanie Hunt,Sarah Dugdale,Richard Harmon;2015
7894;Happiness Never Comes Alone,James Huth,,Gad Elmaleh,Sophie Marceau,Maurice Barthélémy,François Berléand;2012
7895;6 Ways to Die,Nadeem Soumah,,Vinnie Jones,Michael Rene Walton,Vivica A. Fox,Tom Sizemore;2015
7896;We Are the Best!,Lukas Moodysson,Coco Moodysson,Lukas Moodysson,Mira Barkhammar,Mira Grosin,Liv LeMoyne,David Dencik;2013
7897;Always,Steven Spielberg,Jerry Belson,Frederick Hazlitt Brennan,Richard Dreyfuss,Holly Hunter,John Goodman,Audrey Hepburn;1989
7898;In Their Own Words: Jim Henson,,,Jim Henson,Frank Oz,Brian Henson,Cheryl Henson;2015
7899;Rurouni Kenshin: New Kyoto Arc: Warble of Light,Kazuhiro Furuhashi,Mari Okada,Mayo Suzukaze,Yûji Ueda,Miki Fujitani,Mîna Tominaga;2012
7900;The Devil Inside,William Brent Bell,William Brent Bell,Matthew Peterman,Fernanda Andrade,Simon Quarterman,Evan Helmuth,Ionut Grama;2012
7901;Ragin Cajun Redneck Gators,Griff Furst,Delondra Williams,Jordan Hinson,Christopher Berry,Amy Brassette,John Chriss;2013
7902;Heist,David Mamet,David Mamet,Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell;2001
7903;The 7th Floor,Patxi Amézcua,Alejo Flah,Patxi Amézcua,Ricardo Darín,Belén Rueda,Luis Ziembrowski,Jorge D'Elía;2013
7904;Shutter,Banjong Pisanthanakun,Parkpoom Wongpoom,Banjong Pisanthanakun,Parkpoom Wongpoom,Sopon Sukdapisit,Ananda Everingham,Natthaweeranuch Thongmee,Achita Sikamana,Unnop Chanpaibool;2004
7905;Ministry of Fear,Fritz Lang,Graham Greene,Seton I. Miller,Ray Milland,Marjorie Reynolds,Carl Esmond,Hillary Brooke;1944
7906;On the Town,Stanley Donen,Gene Kelly,Adolph Green,Betty Comden,Gene Kelly,Frank Sinatra,Jules Munshin,Betty Garrett;1949
7907;Innocence,Hilary Brougher,Hilary Brougher,Tristine Skyler,Jane Mendelsohn,Sophie Curtis,Kelly Reilly,Graham Phillips,Linus Roache;2014
7908;Meghmallar,Zahidur Rahim Anjan,Zahidur Rahim Anjan,;2015
7909;The Devil's Carnival: Alleluia!,Darren Lynn Bousman,Terrance Zdunich,Terrance Zdunich,Paul Sorvino,Marc Senter,Emilie Autumn;2015
7910;Mr. Woodcock,Craig Gillespie,,Billy Bob Thornton,Seann William Scott,Susan Sarandon,Amy Poehler;2007
7911;Ironweed,Hector Babenco,William Kennedy,Jack Nicholson,Meryl Streep,Carroll Baker,Tom Waits;1987
7912;The Art of Flight,Curt Morgan,,Travis Rice,Nicolas Muller,Mark Landvik,Jake Blauvelt;2011
7913;Russian Ark,Alexander Sokurov,Anatoli Nikiforov,Alexander Sokurov,Sergei Dreiden,Mariya Kuznetsova,Leonid Mozgovoy,Maksim Sergeyev;2002
7914;Countess Dracula,Peter Sasdy,Jeremy Paul,Alexander Paal,Peter Sasdy,Valentine Penrose,Ingrid Pitt,Nigel Green,Sandor Elès,Maurice Denham;1971
7915;The Torture Chamber of Dr. Sadism,Harald Reinl,Manfred R. Köhler,Edgar Allan Poe,Lex Barker,Christopher Lee,Karin Dor,Carl Lange;1967
7916;The Dark Half,George A. Romero,George A. Romero,Stephen King,Timothy Hutton,Amy Madigan,Michael Rooker,Julie Harris;1993
7917;The Oh in Ohio,Billy Kent,Sarah Bird,Billy Kent,Adam Wierzbianski,Parker Posey,Danny DeVito,Paul Rudd,Mischa Barton;2006
7918;Scorched,Gavin Grazer,Joe Wein,Max Wein,Alicia Silverstone,Rachael Leigh Cook,Woody Harrelson,John Cleese;2003
7919;The Cooler,Wayne Kramer,Frank Hannah,Wayne Kramer,William H. Macy,Alec Baldwin,Maria Bello,Shawn Hatosy;2003
7920;Heaven Can Wait,Warren Beatty,Buck Henry,Elaine May,Warren Beatty,Julie Christie,James Mason,Dyan Cannon;1978
7921;The Perfect Score,Brian Robbins,Marc Hyman,Jon Zack,Mark Schwahn,Jon Zack,Chris Evans,Bryan Greenberg,Scarlett Johansson,Erika Christensen;2004
7922;8 ½ Women,Peter Greenaway,Peter Greenaway,John Standing,Matthew Delamere,Vivian Wu,Annie Yi;1999
7923;Monsieur Verdoux,Charles Chaplin,Charles Chaplin,Charles Chaplin,Mady Correll,Allison Roddan,Robert Lewis;1947
7924;Indian Soldier Never On Holiday,A.R. Murugadoss,,Vijay,Kajal Agarwal,Vidyut Jamwal,Sathyan Sivakumar;2015
7925;Happiness,Todd Solondz,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker;1998
