id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
2484,terribly happy,2010,Henrik Ruben Genz,"Jakob Cedergren,Kim Bodnia,Lene Maria Christensen,Lars Brygmann",3.0,"Comedy, Drama, Foreign, Thriller",Rated NR,90 minutes
2485,a prophet,2010,Jacques Audiard,"Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb,Hichem Yacoubi",4.0,"Crime, Drama, Foreign, Thriller",Rated R,155 minutes
2486,the good guy,2010,Julio DePietro,"Bryan Greenberg,Scott Porter,Alexis Bledel,Aaron Yoo,Andrew McCarthy",3.0,"Comedy, Indie, Romance",Rated R,90 minutes
2487,brooklyn's finest,2010,Antoine Fuqua,"Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Lili Taylor,Will Patton,Ellen Barkin,Vincent D'Onofrio",3.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,133 minutes
2488,cop out,2010,Kevin Smith,"Bruce Willis,Tracy Morgan,Seann William Scott,Kevin Pollak,Adam Brody,Michelle Trachtenberg",1.5,"Action, Comedy, Crime",Rated R,107 minutes
2489,alice in wonderland,2010,Bud Townsend,"Johnny Depp,Mia Wasikowska,Helena Bonham-Carter,Anne Hathaway,Crispin Glover,Alan Rickman,Stephen Fry,Michael Sheen,Timothy Spall,Christopher Lee",3.0,"Adventure, Family, Fantasy, Science Fiction",Rated PG,108 minutes
2490,the yellow handkerchief,2010,Udayan Prasad,"William Hurt,Maria Bello,Kristen Stewart,Eddie Redmayne",3.0,,Rated PG-13,
2491,the art of the steal,2010,Don Argott,,3.5,Documentary,Rated NR,101 minutes
2492,remember me,2010,Allen Coulter,"Robert Pattinson,Emilie de Ravin,Chris Cooper,Lena Olin,Tate Ellington,Ruby Jerins,Pierce Brosnan",3.0,"Drama, Romance",Rated PG-13,113 minutes
2493,our family wedding,2010,Rick Famuyiwa,"America Ferrera,Lance Gross,Forest Whitaker,Carlos Mencia,Regina King,Diana Maria Riva",2.0,"Comedy, Romance",Rated PG-13,103 minutes
2494,green zone,2010,Paul Greengrass,"Matt Damon,Greg Kinnear,Brendan Gleeson,Amy Ryan,Khalid Abdalla,Jason Isaacs,Yigal Naor",4.0,"Action, Adventure, Drama, Thriller",Rated R,115 minutes
2495,red riding trilogy,2010,Julian Jarrold,"Mark Addy,Sean Bean,Andrew Garfield,Paddy Considine,David Morrissey",4.0,"Crime, Drama, Mystery",Rated NR,102 minutes
2496,tooth fairy,2010,Michael Lembeck,"Dwayne Johnson,Ashley Judd,Stephen Merchant,Julie Andrews,Billy Crystal",2.0,"Comedy, Family, Fantasy, Sports Film",Rated PG,101 minutes
2497,35 shots of rum,2010,Claire Denis,"Alex Descas,Mati Diop,Gregoire Colin,Nicole Dogue,Eriq Ebouaney,Ingrid Caven",4.0,"Drama, Foreign",Rated NR,100 minutes
2498,gigante,2010,Adrian Biniez,"Horacio Camandule,Leonor Svarcas,Fernando Alonso,Diego Artucio",3.0,Documentary,Rated NR,88 minutes
2499,extraordinary measures,2010,Tom Vaughan,"Brendan Fraser,Harrison Ford,Keri Russell,Meredith Droeger,Diego Velazquez,Sam Hill",2.0,Drama,Rated PG,105 minutes
2500,45365,2010,"Bill Ross IV,Turner Ross",,4.0,Documentary,Rated No MPAA rating,90 minutes
2501,waking sleeping beauty,2010,,,3.5,"Documentary, Family",Rated PG,86 minutes
2502,how to train your dragon,2010,Dean Deblois,"Jay Baruchel,Gerard Butler,Craig Ferguson,Jonah Hill,Christopher Mintz-Plasse,America Ferrara,Kristen Wiig,T.J. Miller",3.0,"Animation, Family",Rated PG,98 minutes
2503,hot tub time machine,2010,Steve Pink,"John Cusack,Rob Corddry,Craig Robinson,Clark Duke,Crispin Glover,Lizzy Caplan,Chevy Chase",3.0,"Adventure, Comedy, Science Fiction",Rated R,101 minutes
2504,mother,2010,Bong Joon-ho,"Kim Hye-ja,Weon Bin,Jin Gu",3.5,"Crime, Drama, Foreign, Mystery, Thriller",Rated R,128 minutes
2505,chloe,2010,"Atom Egoyan,Anne Fontaine","Julianne Moore,Liam Neeson,Amanda Seyfried,Max Thieriot,R.H. Thomson,Nina Dobrev",3.5,"Drama, Horror, Romance, Thriller",Rated R,96 minutes
2506,greenberg,2010,Noah Baumbach,"Ben Stiller,Greta Gerwig,Rhys Ifans,Jennifer Jason Leigh,Brie Larson,Mark Duplass",3.5,"Comedy, Drama, Romance",Rated R,107 minutes
2507,the most dangerous man in america,2010,"Judith Ehrlich,Rick Goldsmith",,3.0,Documentary,Rated NR,92 minutes
2508,leaves of grass,2010,Tim Blake Nelson,"Edward Norton,Tim Blake Nelson,Susan Sarandon,Kerry Russell,Richard Dreyfuss,Steve Earle",4.0,"Comedy, Crime, Drama, Indie, Thriller",Rated R,105 minutes
2509,the last song,2010,Julie Anne Robinson,,2.5,"Drama, Family, Romance",Rated PG,107 minutes
2510,vincere,2010,Marco Bellocchio,"Filippo Timi,Giovanna Mezzogiorno,Michela Cescon,Fabrizio Costella",3.5,"Drama, Foreign, History, Thriller",Rated NR,128 minutes
2511,clash of the titans,2010,Louis Leterrier,"Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,Gemma Arterton,Alexa Davalos,Pete Postlethwaite,Elizabeth McGovern,Danny Huston",3.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,106 minutes
2512,the secret of kells,2010,"Tomm Moore,Nora Twomey","Evan McGuire,Mick Lally,Brendan Gleeson,Christen Mooney,Michael McGrath",3.0,"Animation, Family, Foreign, Science Fiction",Rated NR,75 minutes
2513,"my son, my son, what have ye done",2010,Werner Herzog,"Willem Dafoe,Michael Shannon,Chloe Sevigny,Michael Pena,Udo Kier,Brad Dourif,Grace Zabriskie,Irma P. Hall,Loretta Devine,Gabriel Pimentel",3.0,"Drama, Mystery, Thriller",Rated NR,91 minutes
2514,city island,2010,Raymond De Felitta,"Andy Garcia,Julianna Margulies,Alan Arkin,Emily Mortimer,Steven Strait,Ezra Miller,Dominik Garcio-Lorido",3.0,"Comedy, Drama, Indie, Romance",Rated PG-13,104 minutes
2515,date night,2010,Shawn Levy,"Steve Carell,Tina Fey,James Franco,Mark Wahlberg,Mila Kunis,Ray Liotta",3.5,"Action, Comedy, Crime, Romance",Rated PG-13,88 minutes
2516,the greatest,2010,Shana Feste,"Pierce Brosnan,Susan Sarandon,Carey Mulligan,Johnny Simmons,Aaron Johnson,Zoe Kravitz,Jennifer Ehle,Amy Morton,Michael Shannon",2.0,Drama,Rated R,99 minutes
2517,after.life,2010,Agnieska Wojtowicz-Vosloo,"Liam Neeson,Christina Ricci,Justin Long,Chandler Canterbury,Josh Charles,Celia Weston",2.5,"Documentary, Drama, Horror, Mystery",Rated R,104 minutes
2518,kick-ass,2010,Matthew Vaughn,"Aaron Johnson,Nicolas Cage,Chloe Grace Moretz,Christopher Mintz-Plasse,Mark Strong,Michael Rispoli",1.0,"Action, Adventure, Comedy, Foreign",Rated R,117 minutes
2519,home,2010,Ursula Meier,"Isabelle Huppert,Olivier Gourmet,Adelaide Leroux,Madeleine Budd,Kacey Mottet Klein",3.5,"Documentary, Drama, Foreign",Rated NR,98 minutes
2520,the eclipse,2010,Conor McPherson,"Ciaran Hinds,Aidan Quinn,Iben Hjejle,Jim Norton,Eanna Hardwicke,Hannah Lynch",3.0,"Adventure, Drama, Fantasy, Foreign, Romance, Thriller",Rated R,88 minutes
2521,the joneses,2010,Derrick Borte,"David Duchovny,Demi Moore,Amber Heard,Ben Hollingsworth,Lauren Hutton,Gary Cole,Glenne Headly",2.0,"Comedy, Drama, Indie",Rated R,96 minutes
2522,the perfect game,2010,William Dear,"Clifton Collins Jr.,Jake T. Austin,Moises Arias,Cheech Marin,Ricardo Trevino,Ryan Ochoa,Louis Gossett Jr.",3.0,"Drama, Family, Sports Film",Rated PG,118 minutes
2523,death at a funeral,2010,Neil Labute,"Chris Rock,James Marsden,Loretta Devine,Peter Dinklage,Martin Lawrence,Regina Hall,Zoe Saldana,Kevin Hart,Danny Glover,Keith David,Ron Glass,Tracy Morgan,Columbus Short,Luke Wilson,Regine Nehy",3.5,Comedy,Rated R,92 minutes
2524,the losers,2010,Sylvain White,"Jeffrey Dean Morgan,Zoe Saldana,Chris Evans,Idris Elba,Columbus Short,Oscar Jaenada,Jason Patric",3.5,"Action, Adventure, Crime, Mystery, Thriller",Rated PG-13,97 minutes
2525,the back-up plan,2001,Alan Poul,"Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Eric Christian Olsen,Anthony Anderson",1.0,"Comedy, Romance",Rated PG-13,106 minutes
2526,the girl on the train,2010,Andre Techine,"Emilie Dequenne,Catherine Deneuve,Michel Blanc,Ronit Elkabetz,Mathieu Demy",3.0,"Drama, Foreign, Romance",Rated NR,105 minutes
2527,hubble 3d,2010,Toni Myers,,3.0,Documentary,Rated G,44 minutes
2528,the secret in their eyes,2010,Juan Jose Campanella,"Ricardo Darin,Soledad Villamil,Guillermo Francella,Pablo Rago,Javier Godino,Jose Luis Gioia,Carla Quevedo",4.0,"Crime, Drama, Foreign, Mystery, Romance",Rated Unrated,129 minutes
2529,a shine of rainbows,2010,Vic Sarin,"Aidan Quinn,Connie Nielsen,John Bell,Jack Gleason",2.5,"Drama, Family, Foreign",Rated G,101 minutes
2530,that evening sun,2010,Scott Teems,"Hal Holbrook,Ray McKinnon,Walton Goggins,Mia Wasikowska,Carrie Preston,Dixie Carter",3.5,"Drama, Indie",Rated PG-13,110 minutes
2531,harry brown,2010,Daniel Barber,"Michael Caine,Emily Mortimer,Charlie Creed-Miles,Ben Drew",3.0,"Action, Adventure, Foreign, Thriller",Rated R,103 minutes
2532,the square,2010,Nash Edgerton,"David Roberts,Anthony Hayes,Joel Edgerton,Peter Phelps",3.5,"Crime, Drama, Foreign, Indie, Thriller",Rated R,105 minutes
2533,exit through the gift shop,2010,Banksy,"Thierry Guetta,Banksy,Invader,Shepard Fairey,Neckface,Swoon",3.5,Documentary,Rated R,87 minutes
2534,a nightmare on elm street,2010,Samuel Bayer,"Jackie Earle Haley,Kyle Gallner,Rooney Mara,Katie Cassidy,Thomas Dekker,Kellan Lutz,Clancy Brown",1.0,Horror,Rated R,95 minutes
2535,viridiana,1961,,,4.0,"Comedy, Drama, Foreign, Indie",Rated Unrated,90 minutes
2536,who do you love?,2010,Jerry Zaks,"Alessandro Nivola,Jon Abrahams,David Oyelowo,Chi McBride,Miko Defoor,Keb' Mo'",2.5,,Rated NR,92 minutes
2537,the human centipede,2010,Tom Six,"Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Akihiro Kitamura",0.0,"Drama, Horror, Thriller",Rated NR,92 minutes
2538,vincent: a life in color,2010,Jennifer Burns,,3.5,Documentary,Rated NR,96 minutes
2539,please give,2010,Nicole Holofcener,"Catherine Keener,Amanda Peet,Oliver Platt,Rebecca Hall,Ann Guilbert,Sarah Steele",3.5,"Action, Comedy, Drama, Indie, Thriller",Rated R,90 minutes
2540,iron man 2,2010,Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Scarlett Johansson,Sam Rockwell,Mickey Rourke,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,124 minutes
2541,the good heart,2010,Dagur Kari,"Brian Cox,Paul Dano,Isild Le Besco",1.5,"Comedy, Drama, Romance",Rated R,95 minutes
2542,babies,2010,Thomas Balmes,,3.0,"Documentary, Foreign",Rated PG,79 minutes
2543,letters to juliet,2010,Gary Winick,"Amanda Seyfried,Vanessa Redgrave,Gael Garcia Bernal,Christopher Egan,Franco Nero,Oliver Platt",3.0,"Comedy, Drama, Romance",Rated PG,105 minutes
2544,robin hood,2010,Ridley Scott,"Russell Crowe,Cate Blanchett,Max von Sydow,Oscar Isaac,Danny Huston",2.0,"Action, Adventure, Drama",Rated PG-13,140 minutes
2545,ricky,2010,Francois Ozon,"Alexandra Lamy,Sergi Lopez,Melusine Mayance,Arthur Peyret",2.0,"Drama, Fantasy, Foreign, Science Fiction",Rated NR,90 minutes
2546,just wright,2010,Sanaa Hamri,"Queen Latifah,Common,Paula Patton,James Pickens Jr.,Phylicia Rashad,Pam Grier",3.0,"Comedy, Drama, Romance",Rated PG,100 minutes
2547,mother and child,2010,Rodrigo Garcia,"Annette Bening,Naomi Watts,Kerry Washington,Jimmy Smits,Samuel L. Jackson,S. Epatha Merkerson,Cherry Jones,Elpidia Carrillo,David Morse,Amy Brenneman",3.5,"Drama, Romance",Rated R,125 minutes
2548,the chaser,2010,Na Hong-jin,"Kim Yoon-seok,Ha Jung-woo,Seo Young-hee,Koo Bon-woong",3.5,"Action, Crime, Drama, Foreign, Thriller",Rated NR,125 minutes
2549,the hairdresser's husband,1990,Patrice Leconte,"Jean Rochefort,Anna Galiena,Roland Bertin,Maurice Chevit,Anne-Marie Pisani",4.0,"Comedy, Drama, Foreign, Romance",Rated NR,82 minutes
2550,from paris with love,2010,Pierre Morel,"John Travolta,Jonathan Rhys-Meyers,Kasia Smutniak,Richard Durden,Bing Yin",2.0,"Action, Adventure, Crime, Foreign, Thriller",Rated R,92 minutes
2551,the last station,2010,Michael Hoffman,"Christopher Plummer,Helen Mirren,Paul Giamatti,James McAvoy,Kerry Condon",3.0,"Drama, Foreign, Romance",Rated R,112 minutes
2552,edge of darkness,2010,Martin Campbell,"Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic,Jay O. Sanders,Denis O'Hare",2.5,"Crime, Drama, Mystery, Thriller",Rated R,117 minutes
2553,dear john,2010,Lasse Hallstrom,"Channing Tatum,Amanda Seyfried,Richard Jenkins,Henry Thomas,D.J. Cotrona,Cullen Moss",2.0,"Drama, Romance",Rated PG-13,115 minutes
2554,fish tank,2010,Andrea Arnold,"Katie Jarvis,Michael Fassbender,Kierston Wareing,Rebecca Griffiths,Harry Treadaway",4.0,"Drama, Foreign, Indie",Rated NR,123 minutes
2555,percy jackson & the olympians: the lightning thief,2010,Chris Columbus,"Logan Lerman,Alexandra Daddario,Brandon T. Jackson,Pierce Brosnan,Steve Coogan,Catherine Keener,Uma Thurman,Sean Bean,Kevin McKidd,Rosario Dawson",3.0,"Adventure, Drama, Family, Fantasy, Mystery, Science Fiction",Rated PG,118 minutes
2556,the wolfman,2010,Joe Johnston,"Benicio Del Toro,Emily Blunt,Anthony Hopkins,Geraldine Chaplin,Hugo Weaving,Antony Sher",2.5,"Drama, Horror, Thriller",Rated R,102 minutes
2557,still bill,2010,"Damani Baker,Alex Vlack",,3.5,"Documentary, Music",Rated NR,78 minutes
2558,valentine's day,2010,Garry Marshall,"Jessica Alba,Jessica Biel,Bradley Cooper,Eric Dane,Patrick Dempsey,Jamie Foxx,Jennifer Garner,Topher Grace,Anne Hathaway,Ashton Kutcher,Queen Latifah,Taylor Lautner,George Lopez,Shirley MacLaine,Julia Roberts,Taylor Swift",2.0,"Comedy, Romance",Rated PG-13,125 minutes
2559,ajami,2010,"Scandar Copti, Yaron Shani","Shahir Kabaha,Ibrahim Frege,Fouad Habash,Youssef Sahwani,Ranin Karim,Eran Naim,Scandar Copti",3.0,"Crime, Drama, Foreign, Indie",Rated NR,120 minutes
2560,saint john of las vegas,2010,Hue Rhodes,"Steve Buscemi,Romany Malco,Sarah Silverman,Peter Dinklage,Emmanuelle Chriqui,Tim Blake Nelson,John Cho",2.0,"Comedy, Indie",Rated R,84 minutes
2561,make way for tomorrow,1937,,,4.0,"Drama, Romance",,91 minutes
2562,shutter island,2010,Martin Scorsese,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Max von Sydow,Michelle Williams,Jackie Earle Haley,Ted Levine",3.5,"Drama, Mystery, Thriller",Rated R,138 minutes
2563,happy tears,2010,Mitchell Lichtenstein,"Rip Torn,Parker Posey,Demi Moore,Ellen Barkin,Christian Camargo",3.0,"Comedy, Drama, Indie",Rated R,95 minutes
2564,creation,2010,Jon Amiel,"Paul Bettany,Jennifer Connelly,Jeremy Northam,Toby Jones,Benedict Cumberbatch,Martha West",3.0,"Documentary, Foreign, Music",Rated PG-13,108 minutes
2565,blood done sign my name,2010,Jeb Stuart,"Nate Parker,Rick Schroder,Afemo Omilami,Gattlin Griffith,Michael Rooker",3.0,"Crime, Drama",Rated PG-13,
2566,north face,2010,Philipp Stoelzl,"Benno Furmann,Florian Lukas,Johanna Wokalek,Ulrich Tukur,Simon Schwarz,Georg Friedrich",3.0,"Action, Adventure, Drama, Foreign, History, Thriller",Rated NR,126 minutes
2567,the ghost writer,2010,Roman Polanski,"Ewan McGregor,Pierce Brosnan,Kim Cattrall,Olivia Williams,Tom Wilkinson,Timothy Hutton,James Belushi,Eli Wallach",4.0,"Drama, Foreign, Mystery, Thriller",Rated PG-13,128 minutes
2568,the big lebowski,1998,Joel Coen,"Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,David Huddleston,John Turturro,Tara Reid,Philip Seymour Hoffman",4.0,"Comedy, Crime",Rated R,117 minutes
2569,formosa betrayed,2010,Adam Kane,"Wendy Crewson,John Heard,Will Tiao,Leslie Hope",2.5,"Action, Adventure, Drama, Mystery, Thriller",Rated R,103 minutes
2570,she's out of my league,2010,Jim Field Smith,"Jay Baruchel,Alice Eve,T.J. Miller,Mike Vogel,Nate Torrence,Lindsay Sloane,Kyle Bornheimer,Debra Jo Rupp,Adam LeFevre",3.0,"Comedy, Romance",Rated R,104 minutes
2571,the runaways,2010,Floria Sigismondi,"Kristen Stewart,Dakota Fanning,Michael Shannon,Alia Shawkat,Scout Taylor-Compton,Stella Maeve,Riley Keough,Tatum O'Neal,Brett Cullen",3.0,"Drama, Indie, Music",Rated R,106 minutes
2572,the girl with the dragon tattoo,2010,Niels Arden Oplev,"Noomi Rapace,Michael Nyqvist,Lena Endre,Sven-Bertil Taube,Peter Haber,Peter Andersson",4.0,"Crime, Drama, Foreign, Mystery, Thriller",Rated NR,152 minutes
2573,nick nolte: no exit,2010,Thomas Thurman,"Nick Nolte,Jacqueline Bisset,Rosanna Arquette,Barbara Hershey,Ben Stiller,Paul Mazursky,Alan Rudolph,Powers Boothe,James Gammon,F.X. Feeney,Mike Medavoy",2.0,,Rated NR,74 minutes
2574,diary of a wimpy kid,2010,Thor Freudenthal,"Zachary Gordon,Robert Capron,Chloe Moretz,Rachael Harris,Steve Zahn,Devon Bostick,Karan Brar,Grayson Russell,Alex Ferris",3.5,"Comedy, Family",Rated PG,94 minutes
2575,repo men,2010,Miguel Sapochnik,"Jude Law,Forest Whitaker,Liev Schreiber,Alice Braga,Carice van Houten,Chandler Canterbury,Joe Pingue",2.0,"Action, Adventure, Science Fiction, Thriller",Rated R,111 minutes
2576,where the wild things are,2009,,"Max Records,Pepita Emmerichs,Catherine Keener,Steve Mouzakis,Mark Ruffalo,James Gandolfini,Paul Dano,Catherine O'Hara,Forest Whitaker,Michael Berry Jr.,Chris Cooper,Lauren Ambrose",3.0,"Adventure, Drama, Family, Fantasy, Science Fiction",Rated PG,101 minutes
2577,"new york, i love you",2009,"Jiang Wen,Mira Nair,Shunji Iwai,Yvan Attal,Brett Ratner,Allen Hughes,Shekhar Kapur,Natalie Portman,Fatih Akin,Joshua Marston,Randy Balsmeyer",,3.0,"Comedy, Drama, Romance",Rated R,103 minutes
2578,astro boy,2009,David Bowers,"Freddie Highmore,Nicolas Cage,Kristen Bell,Nathan Lane,Eugene Levy,Matt Lucas,Bill Nighy,Donald Sutherland,Charlize Theron,Samuel L. Jackson",3.0,"Action, Animation, Family",Rated PG,94 minutes
2579,cirque du freak: the vampire's assistant,2009,Paul Weitz,"John C. Reilly,Ken Watanabe,Josh Hutcherson,Chris Massoglia",1.5,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",Rated PG-13,109 minutes
2580,"leon morin, priest",1961,Jean-Pierre Melville,"Jean-Paul Belmondo,Emmanuelle Riva,Irene Tunc,Nicole Mirel",4.0,"Drama, Foreign",Rated No MPAA rating,130 minutes
2581,an education,2009,Lone Scherfig,"Carey Mulligan,Peter Sarsgaard,Alfred Molina,Cara Seymour,Emma Thompson",4.0,"Drama, Foreign, Romance",Rated PG-13,100 minutes
2582,antichrist,2009,Lars von Trier,"Willem Dafoe,Charlotte Gainsbourg",3.5,"Drama, Foreign, Horror, Thriller",Rated NR,100 minutes
2583,walt & el grupo,2009,,,3.0,"Documentary, Family",Rated PG,106 minutes
2584,motherhood,2009,Katherine Dieckmann,"Uma Thurman,Anthony Edwards,Minnie Driver,Daisy Tahan,Herself",2.0,"Comedy, Drama",Rated PG-13,89 minutes
2585,amelia,2009,Mira Nair,"Hilary Swank,Richard Gere,Ewan McGregor,Christopher Eccleston,Cherry Jones",3.0,"Adventure, Drama",Rated PG,111 minutes
2586,harmony and me,2009,Bob Byington,"Justin Rice,Kristen Tucker,Kevin Corrigan,Pat Healy,Allison Latta,Alex Karpovsky,Margie Beegle",3.0,"Comedy, Romance",Rated NR,75 minutes
2587,this is it,2009,Kenny Ortega,,4.0,"Documentary, Music",Rated PG,111 minutes
2588,the yes men fix the world,2009,"Andy Bichlbaum, Mike Bonnano",,3.0,Documentary,Rated NR,87 minutes
2589,21 and a wakeup,2009,Chris McIntyre,"Amy Acker,Faye Dunaway,Danica McKellar,Todd Cahoon,Ed Begley Jr.,Ben Vereen,Wes Studi,J.C. Chasez",1.5,,Rated R,
2590,bronson,2009,Nicolas Winding Refn,"Tom Hardy,Hugh Ross,Juliet Oldfield,Jonny Phillips,James Lance",3.0,"Drama, Foreign",Rated R,92 minutes
2591,precious: based on the novel push by sapphire,2009,Lee Daniels,"Gabourey Sidibe,Mo'Nique,Paula Patton,Lenny Kravitz,Mariah Carey,Sherri Shepherd",4.0,Drama,Rated R,110 minutes
2592,the house of the devil,2009,,"Jocelin Donahue,Greta Gerwig,Mary Woronov,Tom Noonan,AJ Bowen,Danielle Noe",3.0,"Horror, Indie, Thriller",Rated R,
2593,25th hour,2003,Spike Lee,"Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin,Brian Cox",4.0,"Crime, Drama",Rated R,132 minutes
2594,the box,2009,Richard Kelly,"Cameron Diaz,James Marsden,Frank Langella",3.0,"Drama, Horror, Mystery, Thriller",Rated PG-13,115 minutes
2595,the men who stare at goats,2009,Grant Heslov,"George Clooney,Jeff Bridges,Ewan McGregor,Kevin Spacey,Robert Patrick,Stephen Lang,Stephen Root",3.5,"Action, Adventure, Comedy, Drama, War",Rated R,93 minutes
2596,the fourth kind,2009,Olatunde Osunsanmi,"Milla Jovovich,Elias Koteas,Will Patton,Corey Johnson",1.5,"Drama, Horror, Mystery, Science Fiction, Thriller",Rated PG-13,98 minutes
2597,broken embraces,2009,Pedro Almodovar,"Penelope Cruz,Lluis Homar,Jose Luis Gomez,Blanca Portillo,Ruben Ochandiano,Tamar Novas",4.0,"Drama, Foreign, Romance, Thriller",Rated R,127 minutes
2598,cloud nine,2009,Andreas Dresen,"Ursula Werner,Horst Rehberg,Horst Westphal,Steffi Kuehnert",3.0,,Rated NR,60 minutes
2599,disney's a christmas carol,2009,Robert Zemeckis,"Jim Carrey,Gary Oldman,Colin Firth,Bob Hoskins,Robin Wright Penn,Cary Elwes,Fionnula Flanagan",4.0,"Animation, Drama, Family, Fantasy, Science Fiction",Rated PG,96 minutes
2600,the horse boy,2009,Michel Orion Scott,,3.0,"Documentary, Indie",Rated NR,93 minutes
2601,(untitled),2009,Jonathan Parker,"Adam Goldberg,Eion Bailey,Marley Shelton,Vinnie Jones,Ptolemy Slocum,Lucy Punch,Zak Orth",3.5,"Comedy, Drama, Romance",Rated R,96 minutes
2602,mon oncle d'amerique,1980,,,4.0,"Comedy, Drama, Foreign, Romance, Thriller",Rated PG,125 minutes
2603,skin,2009,Anthony Fabian,"Sophie Okonedo,Sam Neill,Alice Krige,Tony Kgoroge,Ella Ramangwane",4.0,"Drama, Foreign, Indie",Rated PG-13,107 minutes
2604,pirate radio,2009,Richard Curtis,"Philip Seymour Hoffman,Bill Nighy,Rhys Ifans,Tom Sturridge,Kenneth Branagh,Emma Thompson",3.0,"Comedy, Drama, Foreign, Music",Rated R,135 minutes
2605,2012,2009,Roland Emmerich,"John Cusack,Amanda Peet,Chiwetel Ejiofor,Oliver Platt,Woody Harrelson,Danny Glover,Thandie Newton",3.5,"Action, Adventure, Disaster, Drama, Thriller",Rated PG-13,158 minutes
2606,the boondock saints ii: all saints day,2009,Troy Duffy,"Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Julie Benz,Peter Fonda",1.0,"Action, Adventure, Drama, Thriller",Rated R,118 minutes
2607,the messenger,2009,Oren Moverman,"Ben Foster,Woody Harrelson,Samantha Morton,Jena Malone,Steve Buscemi,Eamonn Walker,Lisa Joyce",3.5,"Drama, History, Indie",Rated R,113 minutes
2608,"bad lieutenant: port of call, new orleans",2009,Werner Herzog,"Nicolas Cage,Eva Mendes,Val Kilmer,Fairuza Balk,Shawn Hatosy,Jennifer Coolidge,Vondie Curtis-Hall,Brad Dourif,Irma P. Hall",4.0,"Drama, Thriller",Rated R,122 minutes
2609,gentlemen broncos,2009,Jared Hess,"Michael Angarano,Jennifer Coolidge,Halley Feiffer,Hector Jimenez,Sam Rockwell,Jemaine Clement",2.0,"Action, Comedy, Indie, Thriller",Rated PG-13,90 minutes
2610,the twilight saga: new moon,2009,Chris Weitz,"Kristen Stewart,Robert Pattinson,Billy Burke,Anna Kendrick,Michael Welch,Justin Chon,Christian Serratos,Taylor Lautner,Ashley Greene,Cam Gigandet,Aro",1.0,"Adventure, Drama, Family, Fantasy, Romance, Science Fiction",Rated PG-13,130 minutes
2611,planet 51,2009,"Javier Abad,Jorge Blanco,Marcos Martinez","Dwayne Johnson,Justin Long,Jessica Biel,Gary Oldman,William Scott,John Cleese",2.5,"Animation, Family",Rated PG,91 minutes
2612,the road,2009,John Hillcoat,"Viggo Mortensen,Kodi Smit-McPhee,Charlize Theron,Robert Duvall,Guy Pearce",3.5,"Adventure, Drama, Science Fiction, Thriller",Rated R,111 minutes
2613,fantastic mr. fox,2009,Wes Anderson,"George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Michael Gambon,Willem Dafoe,Owen Wilson",3.5,"Adventure, Animation, Comedy, Family",Rated PG,87 minutes
2614,old dogs,2009,Walt Becker,"John Travolta,Robin Williams,Seth Green,Bernie Mac,Matt Dillon,Ann-Margret,Rita Wilson,Amy Sedaris",1.0,"Comedy, Family",Rated PG,88 minutes
2615,brothers,2009,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard,Mare Winningham",3.5,"Drama, Romance, Thriller",Rated R,104 minutes
2616,the princess and the frog,2009,"John Musker,John Musker,Ron Clements","Anika Noni Rose,Bruno Campos,Keith David,Michael-Leon Wooley,Oprah Winfrey,Terrence Howard,John Goodman",3.0,"Animation, Family, Fantasy",Rated G,97 minutes
2617,up in the air,2009,Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick",4.0,"Comedy, Drama, Romance",Rated R,109 minutes
2618,the new year parade,2009,Tom Quinn,"Greg Lyons,Jennifer-Lynn Welsh,Andrew Conway,Ann McDonald,Tobias Segal",3.0,Drama,Rated NR,85 minutes
2619,invictus,2009,Clint Eastwood,"Matt Damon,Morgan Freeman,Jason Tshabalala,Louis Minnaar,Patrick Lyster,Leleti Khumalo",3.5,"Drama, History, Sport",Rated PG-13,134 minutes
2620,the red shoes,1948,,,4.0,"Drama, Foreign, Romance",Rated NR,133 minutes
2621,me and orson welles,2009,Richard Linklater,"Zac Efron,Claire Danes,Christian McKay,Zoe Kazan,James Tupper,Leo Bill",4.0,"Comedy, Drama, Romance",Rated PG-13,114 minutes
