ID,ID,Title,Year,Director,Cast,Genre,Duration
a-1609,725,the big bounce,2004.0,george armitage,owen wilson^morgan freeman^gary sinise,comedy^crime,88 min
a-1610,726,black cloud,2004.0,ricky schroder,eddie spears^russell means^julia jones,drama,97 min
a-1611,727,the blue butterfly,2004.0,lã©a pool,marc donato^william hurt^pascale bussiã¨res,drama^adventure,97 min
a-1612,728,bobby jones: stroke of genius,2004.0,rowdy herrington,jim caviezel^claire forlani^jeremy northam,biography^drama^romance^sport,120 min
a-1613,729,book of love,2004.0,alan brown,frances o'connor^simon baker^gregory smith,comedy^drama,83 min
a-1614,730,born into brothels: calcutta's red light kids,2005.0,zana briski,kochi^avijit halder^shanti das,documentary,85 min
a-1615,731,the bourne supremacy,2004.0,paul greengrass,matt damon^franka potente^joan allen,action^thriller,108 min
a-1616,732,breakin' all the rules,2004.0,daniel taplitz,jamie foxx^gabrielle union^morris chestnut,comedy^romance,85 min
a-1617,733,bridget jones: the edge of reason,2004.0,beeban kidron,renã©e zellweger^colin firth^hugh grant,comedy^drama^romance,108 min
a-1618,734,brother to brother,2004.0,rodney evans,anthony mackie^lawrence gilliard jr.^duane boutte,drama,94 min
a-1619,735,the butterfly effect,2004.0,eric bress,ashton kutcher^amy smart^melora walters,sci-fi^thriller,113 min
a-1620,736,catch that kid,2004.0,bart freundlich,kristen stewart^sam robards^jennifer beals,comedy^crime,91 min
a-1621,737,catwoman,2004.0,pitof,halle berry^sharon stone^benjamin bratt,action,104 min
a-1622,738,cellular,2004.0,david r. ellis,kim basinger^chris evans^jason statham,action^crime^drama^thriller,94 min
a-1623,739,celsius 486,2015.0,brad pope,crisencio amiana^tabitha-leigh ferguson^matthew macleod,short^sci-fi,6 min
a-1624,740,chasing liberty,2004.0,andy cadiff,mandy moore^matthew goode^mark harmon,comedy^romance,111 min
a-1625,741,christmas with the kranks,2004.0,joe roth,tim allen^jamie lee curtis^dan aykroyd,comedy^family,99 min
a-1626,742,the chronicles of riddick,2004.0,david twohy,vin diesel^judi dench^colm feore,action^adventure^sci-fi^thriller,119 min
a-1627,743,a cinderella story,2004.0,mark rosman,hilary duff^chad michael murray^jennifer coolidge,comedy^family^romance,95 min
a-1628,744,the clearing,2004.0,pieter jan brugge,robert redford^willem dafoe^helen mirren,drama^mystery^thriller,95 min
a-1629,745,clifford's really big movie,2004.0,robert c. ramirez,john ritter^cree summer^kel mitchell,animation^family,73 min
a-1630,746,closer,2004.0,mike nichols,natalie portman^jude law^clive owen,drama^romance,104 min
a-1631,747,club dread,2004.0,jay chandrasekhar,jay chandrasekhar^bill paxton^kevin heffernan,comedy^horror^thriller,104 min
a-1632,748,collateral,2004.0,michael mann,tom cruise^jamie foxx^jada pinkett smith,crime^drama^thriller,120 min
a-1633,749,communication breakdown,,richard o'sullivan,dan lashley^willie repoley^meredith sause,comedy,
a-1634,750,confessions of a teenage drama queen,2004.0,sara sugarman,lindsay lohan^megan fox^adam garcia,comedy^family^music^romance,89 min
a-1635,751,connie and carla,2004.0,michael lembeck,nia vardalos^toni collette^david duchovny,comedy^crime^music,98 min
a-1636,752,control room,2004.0,jehane noujaim,samir khader^josh rushing^george w. bush,documentary,84 min
a-1637,753,the cookout,2004.0,lance rivera,quran pender^jenifer lewis^ja rule,comedy,97 min
a-1638,754,crash,2005.0,paul haggis,don cheadle^sandra bullock^thandie newton,drama,112 min
a-1639,755,criminal,2016.0,ariel vromen,ryan reynolds^alice eve^gal gadot,action^crime^drama^mystery^thriller,
a-1640,756,dawn of the dead,2004.0,zack snyder,sarah polley^ving rhames^mekhi phifer,action^horror^sci-fi^thriller,101 min
a-1641,757,the day after tomorrow,2004.0,roland emmerich,dennis quaid^jake gyllenhaal^emmy rossum,action^adventure^sci-fi^thriller,124 min
a-1642,758,a day without a mexican,2004.0,sergio arau,caroline aaron^tony abatemarco^melinda allen,comedy^drama^fantasy^mystery,100 min
a-1643,759,de-lovely,2004.0,irwin winkler,kevin kline^ashley judd^jonathan pryce,biography^drama^music^musical,125 min
a-1644,760,dead & breakfast,2006.0,matthew leutwyler,jeremy sisto^erik palladino^bianca lawson,comedy^horror^musical^thriller,88 min
a-1645,761,dead birds,2005.0,alex turner,henry thomas^patrick fugit^nicki aycox,horror^thriller^western,91 min
a-1646,762,dirty dancing: havana nights,2004.0,guy ferland,diego luna^romola garai^sela ward,romance^drama,86 min
a-1647,763,a dirty shame,2004.0,john waters,tracey ullman^chris isaak^selma blair,comedy,89 min
a-1648,764,dodgeball: a true underdog story,2004.0,rawson marshall thurber,ben stiller^christine taylor^vince vaughn,comedy^sport,92 min
a-1649,765,the door in the floor,2004.0,tod williams,jeff bridges^kim basinger^jon foster,comedy^drama,111 min
a-1650,766,drum,1976.0,steve carver,warren oates^isela vega^ken norton,action^drama,110 min
a-1651,767,ella enchanted,2004.0,tommy o'haver,anne hathaway^hugh dancy^cary elwes,comedy^family^fantasy^romance,96 min
a-1652,768,envy,2004.0,barry levinson,ben stiller^jack black^rachel weisz,comedy,99 min
a-1653,769,eternal sunshine of the spotless mind,2004.0,michel gondry,jim carrey^kate winslet^tom wilkinson,drama^romance^sci-fi,108 min
a-1654,770,exorcist: the beginning,2004.0,renny harlin,stellan skarsgã¥rd^izabella scorupco^james d'arcy,horror^mystery^thriller,114 min
a-1655,771,eurotrip,2004.0,jeff schaffer,scott mechlowicz^jacob pitts^michelle trachtenberg,comedy,93 min
a-1656,772,fade to black,1980.0,vernon zimmerman,dennis christopher^tim thomerson^gwynne gilford,comedy^horror^thriller,102 min
a-1657,773,fahrenheit 9/11,2004.0,michael moore,michael moore^george w. bush^ben affleck,documentary,122 min
a-1658,774,fat albert,2004.0,joel zwick,kenan thompson^kyla pratt^omarion grandberry,comedy^family^fantasy^romance,93 min
a-1659,775,finding neverland,2004.0,marc forster,johnny depp^kate winslet^julie christie,biography^drama^family,106 min
a-1660,776,the final cut,2004.0,omar naim,robin williams^jim caviezel^mira sorvino,action^sci-fi^thriller,95 min
a-1661,777,first daughter,2004.0,forest whitaker,katie holmes^marc blucas^michael keaton,comedy^drama^romance,106 min
a-1662,778,flight of the phoenix,2004.0,john moore,dennis quaid^miranda otto^giovanni ribisi,action^adventure^drama^thriller,113 min
a-1663,779,forty shades of blue,2005.0,ira sachs,dina korzun^rip torn^darren e. burrows,drama^music^romance,108 min
a-1664,780,game box 1.0,2009.0,david hillenbrand,nate richert^danielle fishel^patrick kilpatrick,sci-fi^fantasy,83 min
a-1665,781,garden state,2004.0,zach braff,zach braff^peter sarsgaard^natalie portman,comedy^drama^romance,102 min
a-1666,782,the girl next door,2004.0,luke greenfield,emile hirsch^nicholas downs^elisha cuthbert,comedy^drama^romance,108 min
a-1667,783,godsend,2004.0,nick hamm,robert de niro^greg kinnear^rebecca romijn,drama^horror^sci-fi^thriller,102 min
a-1668,784,the grudge,2004.0,takashi shimizu,sarah michelle gellar^jason behr^clea duvall,horror^mystery^thriller,91 min
a-1669,785,hair show,2004.0,leslie small,mo'nique^kellita smith^gina torres,comedy^romance,105 min
a-1670,786,harold & kumar go to white castle,2004.0,danny leiner,john cho^kal penn^ethan embry,adventure^comedy,88 min
a-1671,787,harry potter and the prisoner of azkaban,2004.0,alfonso cuarã³n,daniel radcliffe^emma watson^rupert grint,adventure^family^fantasy^mystery,142 min
a-1672,788,heights,2005.0,chris terrio,elizabeth banks^glenn close^james marsden,drama,93 min
a-1673,789,hellboy,2004.0,guillermo del toro,ron perlman^doug jones^selma blair,action^fantasy^sci-fi,122 min
a-1674,790,her summer,2004.0,bryan woods,justin marxen^travis shepherd^shane simmons,drama^thriller^mystery,80 min
a-1675,791,hidalgo,2004.0,joe johnston,viggo mortensen^omar sharif^zuleikha robinson,action^adventure^western,136 min
a-1676,792,highwaymen,2004.0,robert harmon,jim caviezel^rhona mitra^frankie faison,action^crime^thriller,80 min
a-1677,793,a home at the end of the world,2004.0,michael mayer,colin farrell^dallas roberts^robin wright,drama^romance,97 min
a-1678,794,home on the range,2004.0,will finn,judi dench^cuba gooding jr.^jennifer tilly,animation^comedy^family^music^western,76 min
a-1679,795,hotel rwanda,2005.0,terry george,don cheadle^sophie okonedo^joaquin phoenix,drama^history^war,121 min
a-1680,796,the hunting of the president,2004.0,nickolas perry,morgan freeman^jonathan alter^steve barnes,documentary,90 min
a-1681,797,i heart huckabees,2004.0,david o. russell,jason schwartzman^jude law^naomi watts,comedy,107 min
a-1682,798,imaginary heroes,2005.0,dan harris,sigourney weaver^jeff daniels^emile hirsch,comedy^drama,111 min
a-1683,799,the incredibles,2004.0,brad bird,craig t. nelson^samuel l. jackson^holly hunter,animation^action^adventure^family,115 min
a-1684,800,in good company,2005.0,paul weitz,dennis quaid^topher grace^scarlett johansson,comedy^drama^romance,109 min
a-1685,801,jandek on corwood,2003.0,chad freidrichs,byron coley^calvin johnson^barry hansen,documentary,88 min
a-1697,802,lemony snicket's a series of unfortunate events,2004.0,brad silberling,jim carrey^jude law^meryl streep,adventure^comedy^family^fantasy,108 min
a-1698,803,the life and death of peter sellers,2004.0,stephen hopkins,geoffrey rush^charlize theron^emily watson,biography^comedy^drama^romance,122 min
a-1699,804,the life aquatic with steve zissou,2004.0,wes anderson,bill murray^owen wilson^anjelica huston,adventure^comedy^drama,119 min
a-1700,805,little black book,2004.0,nick hurran,brittany murphy^ron livingston^holly hunter,comedy^romance^drama,111 min
a-1701,806,a love song for bobby long,2005.0,shainee gabel,scarlett johansson^john travolta^gabriel macht,drama,119 min
a-1702,807,man on fire,2004.0,tony scott,denzel washington^christopher walken^dakota fanning,action^crime^drama^thriller,146 min
a-1703,808,the manchurian candidate,2004.0,jonathan demme,denzel washington^liev schreiber^meryl streep,drama^mystery^sci-fi^thriller,129 min
a-1704,809,maria full of grace,2004.0,joshua marston,catalina sandino moreno^guilied lopez^orlando tobã³n,crime^drama,101 min
a-1705,810,mean creek,2004.0,jacob aaron estes,rory culkin^ryan kelley^scott mechlowicz,crime^drama,90 min
a-1706,811,me and you and everyone we know,2005.0,miranda july,john hawkes^miranda july^miles thompson,comedy^drama,91 min
a-1707,812,mean girls,2004.0,mark waters,lindsay lohan^jonathan bennett^rachel mcadams,comedy,97 min
a-1708,813,meet the fockers,2004.0,jay roach,ben stiller^robert de niro^blythe danner,comedy^romance,115 min
a-1709,814,the merchant of venice,2005.0,michael radford,al pacino^joseph fiennes^lynn collins,drama^romance,138 min
a-1710,815,melinda and melinda,2005.0,woody allen,will ferrell^vinessa shaw^chiwetel ejiofor,comedy^drama^romance,99 min
a-1711,816,million dollar baby,2005.0,clint eastwood,hilary swank^clint eastwood^morgan freeman,drama^sport,132 min
a-1712,817,mindbenders,2004.0,anthony wayne pettus,graciella evelina martinez^jennifer goodrich^nicole turner,sci-fi,90 min
a-1713,818,mindhunters,2005.0,renny harlin,val kilmer^ll cool j^christian slater,crime^mystery^thriller,106 min
a-1714,819,miracle,2004.0,gavin o'connor,kurt russell^patricia clarkson^nathan west,biography^drama^history^sport,135 min
a-1715,820,modigliani,2004.0,mick davis,andy garcia^elsa zylberstein^omid djalili,biography^drama,128 min
a-1716,821,mojados: through the night,2005.0,tommy davis,guapo^oso^tigre,documentary,65 min
a-1717,822,mondovino,2004.0,jonathan nossiter,albiera antinori^allegra antinori^lodovico antinori,documentary,135 min
a-1718,823,the motorcycle diaries,2004.0,walter salles,gael garcã­a bernal^rodrigo de la serna^mã­a maestro,adventure^biography^drama,126 min
a-1719,824,mr 3000,2004.0,charles stone iii,bernie mac^angela bassett^michael rispoli,comedy^drama^romance^sport,104 min
a-1720,825,my baby's daddy,2004.0,cheryl dunye,eddie griffin^anthony anderson^michael imperioli,comedy,86 min
a-1721,826,mysterious skin,2005.0,gregg araki,brady corbet^joseph gordon-levitt^elisabeth shue,drama,105 min
a-1722,827,napoleon dynamite,2004.0,jared hess,jon heder^efren ramirez^jon gries,comedy,96 min
a-1723,828,national treasure,2004.0,jon turteltaub,nicolas cage^diane kruger^justin bartha,action^adventure^mystery^thriller,131 min
a-1724,829,never die alone,2004.0,ernest r. dickerson,dmx^david arquette^michael ealy,action^crime^drama^thriller,88 min
a-1725,830,new york minute,2004.0,dennie gordon,mary-kate olsen^ashley olsen^eugene levy,comedy,91 min
a-1726,831,noel,2004.0,chazz palminteri,susan sarandon^penã©lope cruz^paul walker,drama,96 min
a-1727,832,the notebook,2004.0,nick cassavetes,gena rowlands^james garner^rachel mcadams,drama^romance,123 min
a-1728,833,november,2004.0,greg harrison,courteney cox^james le gros^michael ealy,drama^mystery^thriller,73 min
a-1729,834,ocean's twelve,2004.0,steven soderbergh,george clooney^brad pitt^julia roberts,crime^thriller,125 min
a-1730,835,otaku unite!,2004.0,eric bresler,steven r. bennett^stephanie brown^jonathan david cook,documentary,70 min
a-1731,836,b*a*p*s,1997.0,robert townsend,halle berry^natalie desselle reid^martin landau,comedy,91 min
a-1732,837,palindromes,2005.0,todd solondz,jennifer jason leigh^ellen barkin^stephen adly guirgis,comedy^drama,100 min
a-1733,838,paparazzi,2004.0,paul abascal,cole hauser^robin tunney^dennis farina,action^crime^thriller,84 min
a-1734,839,the passion of the christ,2004.0,mel gibson,jim caviezel^monica bellucci^maia morgenstern,drama,127 min
a-1735,840,the perfect score,2004.0,brian robbins,scarlett johansson^erika christensen^chris evans,comedy^crime,93 min
a-1736,841,the phantom of the opera,2004.0,joel schumacher,gerard butler^emmy rossum^patrick wilson,drama^musical^romance^thriller,143 min
a-1737,842,the polar express,2004.0,robert zemeckis,tom hanks^chris coppola^michael jeter,animation^adventure^family^fantasy,100 min
a-1738,843,primer,2005.0,shane carruth,shane carruth^david sullivan^casey gooden,drama^sci-fi^thriller,77 min
a-1739,844,the prince and me,2004.0,martha coolidge,julia stiles^luke mably^miranda richardson,comedy^romance,111 min
a-1740,845,the princess diaries 2: royal engagement,2004.0,garry marshall,anne hathaway^callum blue^julie andrews,comedy^family^romance,113 min
a-1741,846,proud,2004.0,mary pat kelly,reggie austin^vernel bagneris^marcus chait,drama,87 min
a-1742,847,the punisher,2004.0,jonathan hensleigh,thomas jane^john travolta^samantha mathis,action^crime^drama^thriller,124 min
a-1743,848,raise your voice,2004.0,sean mcnamara,hilary duff^john corbett^rebecca de mornay,family^music^romance,103 min
a-1744,849,raising helen,2004.0,garry marshall,kate hudson^john corbett^joan cusack,comedy^drama^romance,119 min
a-1745,850,ray,2004.0,taylor hackford,jamie foxx^regina king^kerry washington,biography^drama^music,152 min
a-1746,851,riding giants,2004.0,stacy peralta,laird john hamilton^darrick doerner^dave kalama,documentary^history^sport,105 min
a-1747,852,riding the bullet,2005.0,mick garris,jonathan jackson^david arquette^barbara hershey,horror^thriller,98 min
a-1748,853,ripley's game,2003.0,liliana cavani,john malkovich^dougray scott^lena headey,crime^drama^mystery^thriller,110 min
a-1749,854,saw,2004.0,james wan,cary elwes^leigh whannell^danny glover,horror^mystery,103 min
a-1750,855,scooby-doo 2: monsters unleashed,2004.0,raja gosnell,freddie prinze jr.^sarah michelle gellar^matthew lillard,adventure^comedy^family^fantasy^horror^mystery,93 min
a-1751,856,secret window,2004.0,david koepp,johnny depp^maria bello^john turturro,mystery^thriller,96 min
a-1752,857,seed of chucky,2004.0,don mancini,jennifer tilly^brad dourif^john waters,comedy^horror^thriller,87 min
a-1753,858,shall we dance,2004.0,peter chelsom,richard gere^jennifer lopez^susan sarandon,comedy^drama^romance,106 min
a-1754,859,shark tale,2004.0,bibo bergeron,will smith^robert de niro^renã©e zellweger,animation^adventure^comedy^family,90 min
a-1755,860,she hate me,2004.0,spike lee,anthony mackie^kerry washington^ellen barkin,comedy^drama,138 min
a-1756,861,shrek 2,2004.0,andrew adamson,mike myers^eddie murphy^cameron diaz,animation^adventure^comedy^family^fantasy,93 min
a-1757,862,sideways,2005.0,alexander payne,paul giamatti^thomas haden church^virginia madsen,comedy^drama^romance,126 min
a-1758,863,six: the mark unleashed,2004.0,kevin downes,stephen baldwin^david a.r. white^kevin downes,action^drama^sci-fi^thriller,104 min
a-1759,864,silver city,2004.0,john sayles,chris cooper^thora birch^maria bello,comedy^drama^mystery^thriller,128 min
a-1760,865,sky captain and the world of tomorrow,2004.0,kerry conran,gwyneth paltrow^jude law^angelina jolie,action^adventure^mystery^sci-fi^thriller,106 min
a-1761,866,sleepover,2004.0,joe nussbaum,alexa penavega^mika boorem^scout taylor-compton,comedy,89 min
a-1762,867,metallica: some kind of monster,2004.0,joe berlinger,james hetfield^kirk hammett^lars ulrich,documentary^music,141 min
a-1763,868,soul plane,2004.0,jessy terrero,dwayne adway^snoop dogg^tom arnold,comedy,86 min
a-1764,869,spanglish,2004.0,james l. brooks,adam sandler^tã©a leoni^paz vega,comedy^drama^romance,131 min
a-1765,870,spartan,2004.0,david mamet,val kilmer^derek luke^william h. macy,action^crime^drama^mystery^thriller,106 min
a-1766,871,speak,2004.0,jessica sharzer,kristen stewart^elizabeth perkins^dick hagerman,drama,89 min
a-1767,872,spider-man 2,2004.0,sam raimi,tobey maguire^kirsten dunst^alfred molina,action^adventure^fantasy,127 min
a-1768,873,the spongebob squarepants movie,2004.0,stephen hillenburg,jeffrey tambor^rodger bumpass^carolyn lawrence,animation^adventure^comedy^family,87 min
a-1769,874,stage beauty,2004.0,richard eyre,billy crudup^claire danes^rupert everett,drama,106 min
a-1770,875,starsky & hutch,2004.0,todd phillips,ben stiller^owen wilson^snoop dogg,comedy^crime,101 min
a-1771,876,stateside,2004.0,reverge anselmo,jonathan tucker^rachael leigh cook^agnes bruckner,drama^music^romance,97 min
a-1772,877,the stepford wives,2004.0,frank oz,nicole kidman^bette midler^matthew broderick,comedy^sci-fi^thriller,93 min
a-1773,878,dark sanity,,martin green,aldo ray^kory clark^chuck jamison,drama^horror,88 min
a-1774,879,super size me,2004.0,morgan spurlock,morgan spurlock^daryl isaacs^chemeeka walker,documentary^comedy^drama,100 min
a-1775,880,superbabies: baby geniuses 2,2004.0,bob clark,jon voight^scott baio^vanessa angel,comedy^family^sci-fi,88 min
a-1776,881,surviving christmas,2004.0,mike mitchell,ben affleck^christina applegate^james gandolfini,comedy^romance,91 min
a-1777,882,suspect zero,2004.0,e. elias merhige,aaron eckhart^ben kingsley^carrie-anne moss,crime^thriller,99 min
a-1778,883,taking lives,2004.0,d.j. caruso,angelina jolie^ethan hawke^kiefer sutherland,crime^mystery^thriller,103 min
a-1779,884,teacher's pet,1958.0,george seaton,clark gable^doris day^gig young,comedy^romance,120 min
a-1780,885,team america: world police,2004.0,trey parker,trey parker^matt stone^elle russ,animation^action^comedy,98 min
a-1781,886,the terminal,2004.0,steven spielberg,tom hanks^catherine zeta-jones^chi mcbride,comedy^drama,128 min
a-1782,887,torque,2004.0,joseph kahn,martin henderson^ice cube^monet mazur,action^comedy^crime^thriller,84 min
a-1783,888,troy,2004.0,wolfgang petersen,brad pitt^eric bana^orlando bloom,adventure,163 min
a-1784,889,undertow,2004.0,david gordon green,jamie bell^josh lucas^dermot mulroney,drama^thriller,108 min
a-1785,890,university heights,2004.0,scott beck,jim siokos^shane simmons^travis shepherd,drama,95 min
a-1786,891,van helsing,2004.0,stephen sommers,hugh jackman^kate beckinsale^richard roxburgh,action^adventure^fantasy^mystery^thriller,131 min
a-1787,892,vanity fair,2004.0,mira nair,reese witherspoon^romola garai^james purefoy,drama,141 min
a-1788,893,a very long engagement,2005.0,jean-pierre jeunet,audrey tautou^gaspard ulliel^jodie foster,drama^mystery^romance^war,133 min
a-1789,894,the village,2004.0,m. night shyamalan,sigourney weaver^william hurt^joaquin phoenix,drama^mystery^romance^thriller,108 min
a-1790,895,innocent voices,2005.0,luis mandoki,carlos padilla^leonor varela^xuna primus,drama^war,120 min
a-1791,896,voices of iraq,2004.0,people of iraq,people of iraq,documentary^war,80 min
a-1792,897,walking tall,2004.0,kevin bray,dwayne johnson^ashley scott^johnny knoxville,action^crime,86 min
a-1793,898,wake of death,2005.0,philippe martinez,jean-claude van damme^simon yam^philip tan,action^drama,91 min
a-1794,899,watermarks,2004.0,yaron zilberman,hanni lux^judith haspel^anni lampl,documentary^history^sport,80 min
a-1795,900,we don't live here anymore,2004.0,john curran,mark ruffalo^laura dern^peter krause,drama^romance,101 min
a-1796,901,welcome to mooseport,2004.0,donald petrie,gene hackman^ray romano^maura tierney,comedy^romance,110 min
a-1797,902,when will i be loved,2005.0,james toback,neve campbell^frederick weller^dominic chianese,drama^thriller,81 min
a-1798,903,white chicks,2004.0,keenen ivory wayans,marlon wayans^shawn wayans^busy philipps,crime^comedy,109 min
a-1799,904,the whole ten yards,2004.0,howard deutch,bruce willis^matthew perry^natasha henstridge,comedy^crime^thriller,98 min
a-1801,905,win a date with tad hamilton!,2004.0,robert luketic,kate bosworth^josh duhamel^topher grace,comedy^romance,95 min
a-1802,906,without a paddle,2004.0,steven brill,matthew lillard^seth green^dax shepard,adventure^comedy^mystery,95 min
a-1803,907,woman thou art loosed,2004.0,michael schultz,kimberly elise^t.d. jakes^michael boatman,drama,94 min
a-1804,908,the woodsman,2005.0,nicole kassell,kevin bacon^kyra sedgwick^yasiin bey,drama,87 min
a-1805,909,the work and the glory,2005.0,russell holt,sam hennings^eric johnson^alexander carroll,romance^drama,118 min
a-1806,910,the year of the yao,2005.0,adam del deo,ming yao^colin pine^shaquille o'neal,documentary,88 min
a-1807,911,you got served,2004.0,chris stokes,omarion grandberry^j-boog^raz b,drama^music,95 min
a-1808,912,the 40-year-old virgin,2005.0,judd apatow,steve carell^catherine keener^paul rudd,comedy^romance,116 min
a-1809,913,51 birch street,2006.0,doug block,carol block^doug block^ellen block,documentary,90 min
a-1810,914,the adventures of sharkboy and lavagirl 3-d,2005.0,robert rodriguez,cayden boyd^george lopez^kristin davis,action^adventure^family^fantasy,93 min
a-1811,915,ã†on flux,2005.0,karyn kusama,charlize theron^frances mcdormand^sophie okonedo,action^sci-fi,93 min
a-1812,916,aliens of the deep,2005.0,james cameron,james cameron^anatoly m. sagalevitch^genya chernaiev,documentary^family,100 min
a-1813,917,alone in the dark,2005.0,uwe boll,christian slater^tara reid^stephen dorff,horror^sci-fi,96 min
a-1814,918,the amityville horror,2005.0,andrew douglas,ryan reynolds^melissa george^jimmy bennett,drama^horror^mystery^thriller,90 min
a-1815,919,are we there yet?,2005.0,brian levant,ice cube^nia long^aleisha allen,adventure^comedy^family^romance,95 min
a-1816,920,the aristocrats,2005.0,paul provenza,george carlin^don rickles^chris rock,documentary^comedy,89 min
a-1817,921,assault on precinct 13,2005.0,jean-franã§ois richet,ethan hawke^laurence fishburne^gabriel byrne,action^crime^drama^thriller,109 min
a-1818,922,bad news bears,2005.0,richard linklater,billy bob thornton^greg kinnear^marcia gay harden,comedy^family^sport,113 min
a-1819,923,the ballad of jack and rose,2005.0,rebecca miller,daniel day-lewis^catherine keener^camilla belle,drama,112 min
a-1820,924,batman begins,2005.0,christopher nolan,christian bale^michael caine^ken watanabe,action^adventure,140 min
a-1821,925,the baxter,2005.0,michael showalter,michael showalter^elizabeth banks^peter dinklage,comedy^romance,91 min
a-1822,926,be cool,2005.0,f. gary gray,john travolta^uma thurman^dwayne johnson,comedy^crime^music,118 min
a-1823,927,beauty shop,2005.0,bille woodruff,queen latifah^alicia silverstone^djimon hounsou,comedy,105 min
a-1824,928,because of winn-dixie,2005.0,wayne wang,annasophia robb^jeff daniels^eva marie saint,comedy^drama^family,106 min
a-1825,929,bee season,2005.0,scott mcgehee,richard gere^juliette binoche^flora cross,drama,104 min
a-1826,930,bigger than the sky,2005.0,al corley,marcus thomas^amy smart^john corbett,comedy^drama^romance,106 min
a-1827,931,boogeyman,2005.0,stephen kay,barry watson^emily deschanel^lucy lawless,drama^horror^mystery^thriller,89 min
a-1828,932,oz the great and powerful,2013.0,sam raimi,james franco^michelle williams^rachel weisz,adventure^family^fantasy,130 min
a-1829,933,brokeback mountain,2006.0,ang lee,jake gyllenhaal^heath ledger^michelle williams,drama^romance,134 min
a-1830,934,broken flowers,2005.0,jim jarmusch,bill murray^jessica lange^sharon stone,comedy^drama^mystery^romance,106 min
a-1831,935,the brothers grimm,2005.0,terry gilliam,matt damon^heath ledger^monica bellucci,action^adventure^comedy^fantasy^thriller,118 min
a-1832,936,capote,2006.0,bennett miller,philip seymour hoffman^clifton collins jr.^catherine keener,biography^crime^drama,114 min
a-1833,937,casanova,2006.0,lasse hallstrã¶m,heath ledger^sienna miller^jeremy irons,adventure^comedy^drama^romance,112 min
a-1834,938,the cave,2005.0,bruce hunt,piper perabo^morris chestnut^cole hauser,adventure^horror^thriller,97 min
a-1835,939,charlie and the chocolate factory,2005.0,tim burton,johnny depp^freddie highmore^david kelly,adventure^comedy^family^fantasy,115 min
a-1836,940,cheaper by the dozen 2,2005.0,adam shankman,steve martin^bonnie hunt^hilary duff,adventure^comedy^family,94 min
a-1837,941,chicken little,2005.0,mark dindal,zach braff^joan cusack^garry marshall,animation^adventure^comedy^family^sci-fi,81 min
a-1838,942,the chronicles of narnia: the lion the witch and the wardrobe,2005.0,andrew adamson,tilda swinton^georgie henley^william moseley,adventure^family^fantasy,143 min
a-1839,943,the chumscrubber,2006.0,arie posin,jamie bell^allison janney^rory culkin,comedy^drama,108 min
a-1840,944,cinderella man,2005.0,ron howard,russell crowe^renã©e zellweger^craig bierko,biography^drama^sport,144 min
a-1841,945,coach carter,2005.0,thomas carter,samuel l. jackson^rick gonzalez^robert ri'chard,drama^sport,136 min
a-1842,946,corpse bride,2005.0,tim burton,johnny depp^helena bonham carter^emily watson,animation^fantasy^musical^romance,77 min
a-1843,947,the crow: wicked prayer,2005.0,lance mungia,yuji okumoto^marcus chong^tito ortiz,action^adventure^comedy^fantasy^thriller,99 min
a-1844,948,cruel world,2005.0,kelsey t. howard,edward furlong^daniel franzese^andrew keegan,comedy^horror^thriller^drama,88 min
a-1845,949,cry_wolf,2005.0,jeff wadlow,julian morris^lindy booth^jared padalecki,drama^horror^mystery^thriller,90 min
a-1846,950,cursed,2005.0,wes craven,christina ricci^jesse eisenberg^portia de rossi,comedy^horror^romance^thriller,97 min
a-1847,951,daltry calhoun,2005.0,katrina holden bronson,johnny knoxville^elizabeth banks^beth grant,comedy^drama^music^romance,100 min
a-1848,952,dark water,2005.0,walter salles,jennifer connelly^ariel gade^john c. reilly,drama^horror^thriller,105 min
a-1849,953,derailed,2005.0,mikael hã¥fstrã¶m,clive owen^jennifer aniston^vincent cassel,drama^thriller,108 min
a-1850,954,the derby stallion,2005.0,craig clyde,bill cobbs^zac efron^william r. moses,drama,98 min
a-1851,955,the devil's rejects,2005.0,rob zombie,sid haig^sheri moon zombie^bill moseley,crime^drama^horror,107 min
a-1852,956,diary of a mad black woman,2005.0,darren grant,kimberly elise^steve harris^tyler perry,comedy^drama^romance,116 min
a-1853,957,dirty love,2006.0,john asher,jenny mccarthy^eddie kaye thomas^carmen electra,comedy^romance,91 min
a-1854,958,dominion: prequel to the exorcist,2005.0,paul schrader,stellan skarsgã¥rd^gabriel mann^clara bellar,drama^horror^thriller,117 min
a-1855,959,domino,2005.0,tony scott,keira knightley^mickey rourke^ã‰dgar ramã­rez,action^biography^crime^drama^thriller,127 min
a-1856,960,don't come knocking,2005.0,wim wenders,sam shepard^jessica lange^tim roth,drama^music,122 min
a-1857,961,doom,2005.0,andrzej bartkowiak,karl urban^rosamund pike^dwayne johnson,action^horror^sci-fi^thriller,105 min
a-1858,962,dreamer: inspired by a true story,2005.0,john gatins,kurt russell^dakota fanning^oded fehr,drama^family^sport,106 min
a-1859,963,the dukes of hazzard,2005.0,jay chandrasekhar,seann william scott^johnny knoxville^jessica simpson,action^adventure^comedy,104 min
a-1860,964,duma,2005.0,carroll ballard,alex michaeletos^campbell scott^hope davis,adventure^drama^family,100 min
